"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0136017","plos one","2015-08-20T00:00:00Z","Geum Joon Cho; Log Young Kim; Ye Na Sung; Jee Ae Kim; Soon Young Hwang; Hye-Ri Hong; Soon-Cheol Hong; Min-Jeong Oh; Hai-Joong Kim","Department of Obstetrics and Gynecology, College of Medicine, Korea University, Seoul, Korea; The Health Insurance Review & Assessment Service of Korea, Seoul, Korea; Department of Biostatistics, College of Medicine, Korea University, Seoul, Korea; Department of Obstetrics and Gynecology, School of Medicine, Kyung Hee University, Seoul, Korea","Conceived and designed the experiments: GJC LYK YNS JAK. Performed the experiments: GJC LYK YNS JAK. Analyzed the data: GJC LYK SYH. Contributed reagents/materials/analysis tools: GJC LYK HRH SCH MJO HJK. Wrote the paper: GJC LYK HRH SCH MJO HJK.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0066751","plos one","2013-08-12T00:00:00Z","Ting Ding; Ying Zhou; Kai Sun; Weizhong Jiang; Wenliang Li; Xiaoli Liu; Chunying Tian; Zhihui Li; Guoguang Ying; Li Fu; Feng Gu; Weidong Li; Yongjie Ma","Tianjin Medical University Cancer Institute and Hospital, Key Laboratory of Breast Cancer Prevention and Therapy of the Ministry of Education; Key Laboratory of Cancer Prevention and Therapy of Tianjin, Tianjin, China; Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Shanghai Jiao Tong University, Shanghai, China; Department of Urology, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China; Department of Neurosurgery, the Fifth People's Hospital of Shanghai, Fudan University, Shanghai, China","Conceived and designed the experiments: YM Weidong Li FG. Performed the experiments: TD YZ KS WJ. Analyzed the data: Wenliang Li XL CT ZL. Contributed reagents/materials/analysis tools: GY LF. Wrote the paper: YM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0032523","plos one","2012-02-23T00:00:00Z","Pimonsri Rattanama; Janelle R Thompson; Natthawan Kongkerd; Kanchana Srinitiwarawong; Varaporn Vuddhakul; John J Mekalanos","Department of Microbiology, Faculty of Science, Prince of Songkla University, Hat Yai, Songkhla, Thailand; Department of Biomedical Science, Faculty of Medicine, Prince of Songkla University, Hat Yai, Songkhla, Thailand; Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America; Department of Microbiology and Molecular Genetics, Harvard Medical School, Boston, Massachusetts, United States of America","Conceived and designed the experiments: JT VV JM. Performed the experiments: PR JT. Analyzed the data: PR NK JT. Contributed reagents/materials/analysis tools: JT KS VV JM. Wrote the paper: PR JT VV JM. Laboratory Director: VV JM. Supervised study: VV JM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0078200","plos one","2013-11-11T00:00:00Z","Yubin Mao; Jinfei Xu; Zhihan Li; Nini Zhang; Hao Yin; Zuguo Liu","Department of Pathophysiology in Basic Science, Medical College of Xiamen University, Xiamen, Fujian, China; Eye Institute and Xiamen Eye Center, Medical College of Xiamen University, Xiamen, Fujian, China","Conceived and designed the experiments: YM Z. Liu. Performed the experiments: JX YM NZ. Analyzed the data: JX. Contributed reagents/materials/analysis tools: YM Z. Li JX HY. Wrote the paper: YM. Read and approved the final manuscript: YM JX Z. Li NZ HY Z. Liu.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0032540","plos one","2012-04-23T00:00:00Z","Chun-Chuan Shih; Chien-Chang Liao; Yi-Chang Su; Chin-Chuan Tsai; Jaung-Geng Lin","The School of Chinese Medicine for Post-Baccalaureate, I-Shou University, Kaohsiung County, Taiwan; Graduate Institute of Chinese Medicine, College of Chinese Medicine, China Medical University, Taichung, Taiwan; Taipei Chinese Medical Association, Taipei, Taiwan; Department of Anesthesiology, Taipei Medical University Hospital, Taipei, Taiwan; School of Medicine, Taipei Medical University, Taipei, Taiwan; Center for Health Research, Taipei Medical University Hospital, Taipei, Taiwan; Management Office for Health Data, China Medical University Hospital, Taichung, Taiwan","Conceived and designed the experiments: CCS CCL YCS CCT JGL. Performed the experiments: CCS CCL YCS CCT JGL. Analyzed the data: CCS CCL. Contributed reagents/materials/analysis tools: CCS CCL YCS CCT JGL. Wrote the paper: CCS CCL YCS CCT JGL. Final approval of the version to be published: CCS CCL YCS CCT JGL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0124905","plos one","2015-04-29T00:00:00Z","Fang Lee Lim; Zailina Hashim; Leslie Thian Lung Than; Salmiah Md Said; Jamal Hisham Hashim; Dan Norbäck","Department of Environmental and Occupational Health, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, UPM, Serdang, Selangor, Malaysia; Department of Medical Microbiology and Parasitology, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, UPM, Serdang, Selangor, Malaysia; Department of Community Health, Faculty of Medicine and Health Sciences, Universiti Putra Malaysia, UPM, Serdang, Selangor, Malaysia; United Nations University-International Institute for Global Health (UNU-IIGH), Kuala Lumpur, Malaysia; Department of Community Health, National University of Malaysia, Kuala Lumpur, Malaysia; Uppsala University, Department of Medical Science, Occupational and Environmental Medicine, University Hospital, Uppsala, Sweden","Conceived and designed the experiments: FLL ZH DN SMS JHH. Performed the experiments: FLL ZH DN LTLT. Analyzed the data: FLL DN SMS. Contributed reagents/materials/analysis tools: ZH DN LTLT JHH. Wrote the paper: FLL DN ZH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0136030","plos one","2015-08-25T00:00:00Z","Karsten Lunze; Fatima I Lunze; Anita Raj; Jeffrey H Samet","Boston University School of Medicine, Boston, MA, United States of America; Boston Children's Hospital, Harvard Medical School, Boston, MA, United States of America; Division of Global Public Health, Department of Medicine, University of California at San Diego School of Medicine, San Diego, CA, United States of America","Conceived and designed the experiments: KL. Performed the experiments: KL FL. Analyzed the data: KL FL AR JS. Wrote the paper: KL FL AR JS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0066761","plos one","2013-06-26T00:00:00Z","Chia-Shu Lin; Yong Liu; Wei-Yuan Huang; Chia-Feng Lu; Shin Teng; Tzong-Ching Ju; Yong He; Yu-Te Wu; Tianzi Jiang; Jen-Chuen Hsieh","Department of Dentistry, School of Dentistry, National Yang-Ming University, Taipei, Taiwan; LIAMA Center for Computational Medicine, National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Integrated Brain Research Unit, Department of Medical Research and Education, Taipei Veterans General Hospital, Taipei, Taiwan; Department of Biomedical Imaging and Radiological Sciences, National Yang-Ming University, Taipei, Taiwan; Department of Music, School of Music, Taipei National University of the Arts, Taipei, Taiwan; State Key Laboratory of Cognitive Neuroscience and Learning, Beijing Normal University, Beijing, China; Institute of Brain Sciences, National Yang-Ming University, Taipei, Taiwan; Key Laboratory for NeuroInformation of Ministry of Education, School of Life Science and Technology, University of Electronic Science and Technology of China, Chengdu, China; Center for Neuropsychiatric Research, National Health Research Institutes, Taiwan","Conceived and designed the experiments: W-YH J-CH. Performed the experiments: W-YH J-CH. Analyzed the data: C-SL J-CH. Contributed reagents/materials/analysis tools: C-FL ST Y-TW YL YH TJ. Wrote the paper: C-SL J-CH. Provided knowledge about esthetics and artistic minds: T-CJ.","The co-author Yong He is a PLOS ONE Editorial Board member. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0136026","plos one","2015-08-19T00:00:00Z","Shuang-shuang Wang; Si-wang Hu; Qing-hua Zhang; Ai-xiang Xia; Zhi-xin Jiang; Xiao-min Chen","College of Medicine, Zhejiang University, Hangzhou, 310009, China; Department of Cardiology, Ningbo First Hospital, Ningbo, 315000, China; Department of Spine Surgery, Affiliated Hospital of Medical College of Ningbo University, Ningbo 315000, China; Chinese PLA 305 hospital, Beijing 100017, China","Conceived and designed the experiments: ZXJ XMC. Performed the experiments: SSW SWH. Analyzed the data: SSW SWH. Contributed reagents/materials/analysis tools: QHZ. Wrote the paper: SSW. Critically revised the manuscript prior to submission: AXX.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0032528","plos one","2012-03-05T00:00:00Z","Joie Goodman; Joyce Maschinski; Phillip Hughes; Joe McAuliffe; Julissa Roncal; Devon Powell; Leonel O'reilly Sternberg","Fairchild Tropical Botanic Garden, Center for Tropical Plant Conservation, Coral Gables, Florida, United States of America; U.S. Fish and Wildlife Service, Florida Keys National Wildlife Refuges Complex, Big Pine Key, Florida, United States of America; Desert Botanical Garden, Phoenix, Arizona, United States of America; UMR-DIADE, Institut de Recherche pour le Développement, Montpellier, France; University of Miami, Miami, Florida, United States of America","Conceived and designed the experiments: JG J. Maschinski J. McAuliffe. Performed the experiments: JG J. Maschinski J. McAuliffe DP. Analyzed the data: J. Maschinski JR. Contributed reagents/materials/analysis tools: PH LOS. Wrote the paper: JG J. Maschinski.","Joie Goodman and Julissa Roncal were employed by Fairchild Tropical Botanic Garden at the time this research was done. Joyce Maschinski and Devon Powell currently work at Fairchild. Joe McAuliffe works for Desert Botanic Garden. This does not alter the authors' adherence to all the PLoS ONE policies on sharing data and materials."
