"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pbio.0060182","plos biology","2008-07-22T00:00:00Z","Konstantinos Meletis; Fanie Barnabé-Heider; Marie Carlén; Emma Evergren; Nikolay Tomilin; Oleg Shupliakov; Jonas Frisén","Department of Cell and Molecular Biology, Karolinska Institute, Stockholm, Sweden; Department of Neuroscience, Karolinska Institute, Stockholm, Sweden","KM, FBH, MC, and JF conceived and designed the experiments. KM, FBH, MC, EE, NT, OS, and JF performed the experiments and analyzed the data. KM, FBH, MC, and JF wrote the paper.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1004118","plos genetics","2014-01-23T00:00:00Z","Kazuya Ono; Tomoko Kita; Shigeru Sato; Paul O'Neill; Siu-Shan Mak; Marie Paschaki; Masataka Ito; Noriko Gotoh; Kiyoshi Kawakami; Yoshiki Sasai; Raj K Ladher","Sensory Development, RIKEN Center for Developmental Biology, Chuo-ku, Kobe, Japan; Neurogenesis and Organogenesis, RIKEN Center for Developmental Biology, Chuo-ku, Kobe, Japan; Division of Biology, Center for Molecular Medicine, Jichi Medical University, Shimotsuke, Tochigi, Japan; Department of Anatomy, National Defense Medical College, Tokorozawa, Japan; Division of Genetics, Institute of Medical Science, University of Tokyo, Minato-ku, Japan","Conceived and designed the experiments: KO TK RKL. Performed the experiments: KO TK PO SSM MP. Analyzed the data: KO TK YS RKL. Contributed reagents/materials/analysis tools: SS MI NG KK. Wrote the paper: KO RKL.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1004117","plos genetics","2014-02-20T00:00:00Z","Merennege Dilan Anush Fernando; Ilias Kounatidis; Petros Ligoxygakis","Genes and Development Laboratory, Department of Biochemistry, University of Oxford, Oxford, United Kingdom","Conceived and designed the experiments: PL MDAF IK. Performed the experiments: MDAF IK PL. Analyzed the data: PL IK MDAF. Contributed reagents/materials/analysis tools: MDAF PL. Wrote the paper: MDAF IK PL.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.0060254","plos biology","2008-10-28T00:00:00Z","Laurent Kappeler; Carlos De Magalhaes Filho; Joëlle Dupont; Patricia Leneuve; Pascale Cervera; Laurence Périn; Catherine Loudes; Annick Blaise; Rüdiger Klein; Jacques Epelbaum; Yves Le Bouc; Martin Holzenberger","INSERM U893, Hôpital Saint-Antoine, Paris, France; Université Pierre-et-Marie-Curie, Paris, France; INRA, Nouzilly, France; Service d'Anatomopathologie, Hôpital Saint-Antoine, Paris, France; INSERM U549, Centre Paul Broca, Paris, France; Department of Molecular Neurobiology, Max-Planck Institute of Neurobiology, Munich-Martinsried, Germany","LK, CDMF, YLB, and MH designed the experiments. LK, CDMF, JD, PL, PC, LP, CL, AB, JE, and MH performed the experiments and analyzed the data. RK provided NesCre mice and advice. MH wrote the manuscript. LK, CDMF, JD, PL, PC, LP, CL, AB, RK, JE, YLB, and MH discussed the results and commented on the manuscript.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.0060255","plos biology","2008-10-28T00:00:00Z","Daniel J Hogan; Daniel P Riordan; André P Gerber; Daniel Herschlag; Patrick O Brown","Department of Biochemistry, Stanford University School of Medicine, Stanford, California, United States of America; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, California, United States of America; Department of Genetics, Stanford University School of Medicine, Stanford, California, United States of America; Institute of Pharmaceutical Sciences, Department of Chemistry and Applied Biosciences, ETH Zurich, Zurich, Switzerland","DJH, APG, DH, and POB conceived and designed the experiments. DJH and APG performed the experiments. DJH and DPR analyzed the data. DPR, DH, and POB contributed reagents/materials/analysis tools. DJH, DPR, APG, DH, and POB wrote the paper.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.0060258","plos biology","2008-10-28T00:00:00Z","Wilder Doucette; Diego Restrepo","Department of Cell and Developmental Biology, Neuroscience Program and Rocky Mountain Taste and Smell Center, University of Colorado Denver Anschutz Medical Campus, Aurora, Colorado, United States of America","WD and DR designed the experiments and assembled and troubleshot the experimental setup. WD did all the experiments. DR did all the programming for data analysis with input from WD on algorithm design. WD and DR did the analysis and writing of the manuscript.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1004116","plos genetics","2014-01-30T00:00:00Z","Jie Zhou; Yan Zhang; Jingxia Qi; Yingjin Chi; Baofang Fan; Jing-Quan Yu; Zhixiang Chen","Department of Horticulture, Zijingang Campus, Zhejiang University, Hangzhou, China; Department of Botany and Plant Pathology, Purdue University, West Lafayette, Indiana, United States of America","Conceived and designed the experiments: ZC JZ JQY. Performed the experiments: JZ YZ JQ YC BF. Analyzed the data: ZC JZ YZ. Contributed reagents/materials/analysis tools: JQY. Wrote the paper: ZC JZ.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1004370","plos genetics","2014-05-15T00:00:00Z","Michaela Drögemüller; Vidhya Jagannathan; Doreen Becker; Cord Drögemüller; Claude Schelling; Jocelyn Plassais; Cécile Kaerle; Caroline Dufaure de Citres; Anne Thomas; Eliane J Müller; Monika M Welle; Petra Roosje; Tosso Leeb","Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland; DermFocus, University of Bern, Bern, Switzerland; Clinic for Reproductive Medicine, University of Zurich, Zurich, Switzerland; CNRS, UMR 6290, Institut Génétique et Développement de Rennes, Rennes, France; Université Rennes 1, UEB, Biosit, Faculté de Médecine, Rennes, France; Antagene, Animal Genetics Laboratory, La Tour de Salvagny, France; Institute of Animal Pathology, Vetsuisse Faculty, University of Bern, Bern, Switzerland; Division of Clinical Dermatology, Vetsuisse Faculty, University of Bern, Bern, Switzerland","Conceived and designed the experiments: MD VJ JP AT EJM MMW PR TL. Performed the experiments: MD VJ DB CD JP CK CDdC MMW PR TL. Analyzed the data: MD VJ DB JP CK CDdC AT EJM MMW PR TL. Contributed reagents/materials/analysis tools: CS. Wrote the paper: MD VJ AT EJM MMW PR TL.","I have read the journal's policy and have the following conflicts: The authors CK, CDdC and AT are employees of Antagene, a private company selling diagnostic tests in dogs."
"10.1371/journal.pgen.1004353","plos genetics","2014-05-08T00:00:00Z","Martin Sikora; Meredith L Carpenter; Andres Moreno-Estrada; Brenna M Henn; Peter A Underhill; Federico Sánchez-Quinto; Ilenia Zara; Maristella Pitzalis; Carlo Sidore; Fabio Busonero; Andrea Maschio; Andrea Angius; Chris Jones; Javier Mendoza-Revilla; Georgi Nekhrizov; Diana Dimitrova; Nikola Theodossiev; Timothy T Harkins; Andreas Keller; Frank Maixner; Albert Zink; Goncalo Abecasis; Serena Sanna; Francesco Cucca; Carlos D Bustamante","Department of Genetics, Stanford University, Stanford, California, United States of America; Institute of Evolutionary Biology (CSIC-UPF), PRBB, Barcelona, Spain; CRS4 (Centre for Advanced Studies, Research and Development in Sardinia), Pula, Italy; Istituto di Ricerca Genetica e Biomedica (IRGB), CNR, Monserrato, Italy; Center for Statistical Genetics, University of Michigan, Ann Arbor, Michigan, United States of America; Università degli Studi di Sassari, Dip. Scienze Biomediche, Sassari, Italy; Laboratorios de Investigación y Desarrollo, Facultad de Ciencias y Filosofía, Universidad Peruana Cayetano Heredia, Lima, Peru; National Archaeological Institute with Museum, Sofia, Bulgaria; Sofia University St. Kliment Ohridski, Sofia, Bulgaria; Life Technologies, Beverly, Massachusetts, United States of America; University Hospital, Saarland University, Saarbrücken, Germany; EURAC, Institute for mummies and the Iceman, Bolzano, Italy","Conceived and designed the experiments: MS TTH AK AZ GA SS FC CDB BMH PAU. Performed the experiments: MLC IZ MP CS FB AM AA CJ. Analyzed the data: MS MLC AME FSQ IZ JMR. Contributed reagents/materials/analysis tools: FSQ IZ MP CS FB AM AA CJ GN DD NT FM. Wrote the paper: MS BMH PAU CDB.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.1000147","plos biology","2009-06-30T00:00:00Z","Christian Mitri; Laurent Soustelle; Bérénice Framery; Joël Bockaert; Marie-Laure Parmentier; Yves Grau","Institut de Génomique Fonctionnelle, CNRS UMR5203, INSERM U661, University of Montpellier I and II, Montpellier, France","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: CM LS JB MLP YG. Performed the experiments: CM LS BF YG. Analyzed the data: CM LS JB MLP YG. Contributed reagents/materials/analysis tools: CM LS BF MLP YG. Wrote the paper: CM LS JB MLP YG.","The authors have declared that no competing interests exist."
