"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0020072","plos one","2011-05-20T00:00:00Z","Mirco Sorci; Whitney Silkworth; Timothy Gehan; Georges Belfort","Howard P. Isermann Department of Chemical and Biological Engineering and Center for Biotechnology and Interdisciplinary Studies, Rensselaer Polytechnic Institute, Troy, New York, United States of America","Conceived and designed the experiments: MS. Performed the experiments: MS WS TG. Analyzed the data: MS. Wrote the paper: MS GB. Conceived the theoretical work: MS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0100341","plos one","2014-06-20T00:00:00Z","Hyun-Kyung Jung; Kai Wang; Min Kyu Jung; In-San Kim; Byung-Heon Lee","Department of Biochemistry and Cell Biology and School of Medicine, Kyungpook National University, Daegu, Korea; BK21 Plus KNU Biomedical Convergence Program, Department of Biomedical Science, Graduate School, Kyungpook National University, Daegu, Korea; Department of Plastic Surgery, Henan Provincial People's Hospital, Zhengzhou, Henan, China; Department of Internal Medicine, School of Medicine, Kyungpook National University, Daegu, Korea","Conceived and designed the experiments: ISK BHL. Performed the experiments: HKJ. Analyzed the data: HKJ BHL. Contributed reagents/materials/analysis tools: KW MKJ. Contributed to the writing of the manuscript: HKJ BHL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0031541","plos one","2012-02-20T00:00:00Z","Yosep S Mau; Patrick J Collins; Gregory J Daglish; Manoj K Nayak; Hervoika Pavic; Paul R Ebert","School of Integrative Biology, The University of Queensland, Saint Lucia, Queensland, Australia; Faculty of Agriculture, the University of Nusa Cendana, Kupang, Nusa Tenggara Timur, Indonesia; Department of Employment, Economic Development and Innovation, Ecosciences Precinct, Brisbane, Queensland, Australia; Cooperative Research Centre for National Plant Biosecurity, Bruce, Australian Capital Territory, Australia","Conceived and designed the experiments: PRE PJC YSM. Performed the experiments: YSM HP. Analyzed the data: YSM PJC GJD PRE MKN. Contributed reagents/materials/analysis tools: PJC PRE GJD. Wrote the paper: YSM PRE PJC GJD MKN HP. Carried out additional confirmatory studies: MKN.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0031544","plos one","2012-02-21T00:00:00Z","Graeme Armstrong; Ben Phillips","Research Institute for Environment and Livelihoods, Charles Darwin University, Darwin, Northern Territory, Australia; Centre for Tropical Biodiversity and Climate Change, James Cook University, Townsville, Queensland, Australia","Conceived and designed the experiments: GA BP. Performed the experiments: GA BP. Analyzed the data: GA BP. Wrote the paper: GA BP. Conceived the project, collected the data, built the life-history matrices, assisted with designing the model and analyzed results: GA. Assisted with designing the model and wrote the code and analyzed results: BP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0020068","plos one","2011-05-27T00:00:00Z","Amita Joshi; Biwei Zhao; Cara Romanowski; David Rosen; Phyllis Flomenberg","Department of Microbiology and Immunology, Thomas Jefferson University, Philadelphia, Pennsylvania, United States of America; Department of Medicine, Thomas Jefferson University, Philadelphia, Pennsylvania, United States of America; Department of Otolaryngology, Thomas Jefferson University, Philadelphia, Pennsylvania, United States of America","Conceived and designed the experiments: AJ PF. Performed the experiments: AJ BZ CR. Analyzed the data: AJ PF. Contributed reagents/materials/analysis tools: AJ PF DR. Wrote the paper: AJ PF.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0077408","plos one","2013-10-14T00:00:00Z","Tzu-Ching Chiang; Keng-Chen Liang; Jyh-Horng Chen; Chao-Hsien Hsieh; Yun-An Huang","Department of Psychology, National Chung Cheng University, Min-Hsiung Township, Chia-Yi County, Taiwan; Department of Psychology, Ohio State University, Columbus, Ohio, United States of America; Department of Psychology, National Taiwan University, Taipei, Taiwan; Electrical Engineering, Interdisciplinary MRI Laboratory, National Taiwan University, Taipei, Taiwan,","Conceived and designed the experiments: TC. Performed the experiments: TC YH. Analyzed the data: TC. Contributed reagents/materials/analysis tools: KL JC CH. Wrote the manuscript: TC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0146266","plos one","2016-01-08T00:00:00Z","Brett Roads; Michael C Mozer; Thomas A Busey","Department of Computer Science and Institute of Cognitive Science, University of Colorado Boulder, Boulder, Colorado, United States of America; Department of Psychological and Brain Sciences, Indiana University, Bloomington, Indiana, United States of America","Conceived and designed the experiments: BR MCM. Performed the experiments: BR. Analyzed the data: BR MCM. Contributed reagents/materials/analysis tools: TAB. Wrote the paper: BR MCM TAB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0054448","plos one","2013-01-16T00:00:00Z","Kuo-Hsuan Chang; Chiung-Mei Chen; Yi-Chun Chen; Ya-Chin Hsiao; Chin-Chang Huang; Hung-Chou Kuo; Hsuan-Chu Hsu; Guey-Jen Lee-Chen; Yih-Ru Wu","Department of Neurology, Chang Gung Memorial Hospital, Chang Gung University College of Medicine, Taipei, Taiwan; Department of Life Science, National Taiwan Normal University, Taipei, Taiwan","Conceived and designed the experiments: YRW GJLC. Performed the experiments: YCH HCH. Analyzed the data: KHC YRW GJLC. Contributed reagents/materials/analysis tools: YRW CMC YCC CCH HCK KHC. Wrote the paper: KHC YRW GJLC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0043004","none","2012-08-20T00:00:00Z","Hao Zhang; Huan Yu; Xia Wang; Weiwei Zheng; Bei Yang; Jingbo Pi; Gengsheng He; Weidong Qu","Key Laboratory of the Public Health Safety, Ministry of Education, Department of Environmental Health, School of Public Health, Fudan University, Shanghai, China; Neurology Department of Huashan Hospital, Fudan University, Shanghai, China; Institutes for Chemical Safety Sciences, The Hamner Institutes for Health Sciences, Research Triangle Park, North Carolina, United States of America; Department of Histology and Embryology, Basic Medical College, China Medical University, Shenyang, China","Conceived and designed the experiments: HZ HY XW GSH WDQ. Performed the experiments: HZ HY XW WWZ BY JBP GSH WDQ. Analyzed the data: HZ HY XW GSH WDQ. Contributed reagents/materials/analysis tools: HZ HY XW WWZ BY JBP GSH WDQ. Wrote the paper: HZ HY XW GSH WDQ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0088874","plos one","2014-02-19T00:00:00Z","Xiang Fang; Hideki Murakami; Satoru Demura; Katsuhiro Hayashi; Hidenori Matsubara; Satoshi Kato; Katsuhito Yoshioka; Kei Inoue; Takashi Ota; Kazuya Shinmura; Hiroyuki Tsuchiya","Department of Orthopaedic Surgery, Kanazawa University, Kanazawa, Japan","Conceived and designed the experiments: XF H. Murakami KH H. Matsubara SK HT. Performed the experiments: XF. Analyzed the data: XF. Contributed reagents/materials/analysis tools: XF KH H. Murakami. Wrote the paper: XF H. Murakami KH H. Matsubara SK HT. Experiment skill advising: SD KY KI TO KS.","The authors have declared that no competing interests exist."
