"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0020393","plos one","2011-06-03T00:00:00Z","Alper Okyar; Enza Piccolo; Constance Ahowesso; Elisabeth Filipski; Virginie Hossard; Catherine Guettier; Rosanna La Sorda; Nicola Tinari; Stefano Iacobelli; Francis Lévi","INSERM, U776 Rythmes Biologiques et Cancers, Hôpital Paul Brousse, Villejuif, France; Université Paris-Sud, UMR-S0776, Orsay, France; Assistance Publique-Hôpitaux de Paris, Unité de Chronothérapie, Département de Cancérologie, Hôpital Paul Brousse, Villejuif, France; Department of Pharmacology, Istanbul University Faculty of Pharmacy, Beyazit, Istanbul, Turkey; Consorzio Interuniversitario Nazionale per la Bioncologia (CINBO) CE.S.I. - Università “G. d'Annunzio”, Chieti, Italy; Assistance Publique-Hôpitaux de Paris, Laboratoire d'Anatomie et Cytologie Pathologiques, Hôpital Paul Brousse, Villejuif, France","Conceived and designed the experiments: AO FL. Performed the experiments: AO EP CA VH RLS EF. Analyzed the data: AO CA EF NT CG SI. Wrote the paper: AO EF EP CA FL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0123696","plos one","2015-04-20T00:00:00Z","Xinghua Xu; Chigang Du; Huihui Li; Jing Du; Xue Yan; Lina Peng; Guangyao Li; Zi-Jiang Chen","Department of Gynecology and Obstetrics, Liaocheng People's Hospital, Liaocheng, 252000, China; Center for Reproductive Medicine, Shandong Provincial Hospital Affiliated to Shandong University, Jinan, 250021, China; Shandong Provincial Key Laboratory of Reproductive Medicine, Jinan, 250021, China; National Research Center for Assisted Reproductive Technology and Reproductive Genetics, Jinan, 250021, China; The Key laboratory for Reproductive Endocrinology of Ministry of Education, Jinan, 250021, China; Department of Neurosurgery, Liaocheng People's Hospital, Liaocheng, 252000, China; Center for Reproductive Medicine, Ren Ji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, 200127, China; Shanghai Key Laboratory for Assisted Reproduction and Reproductive Genetics, Shanghai, 200127, China; Department of Gynecology and Obstetrics, Tianjin third central hospital, Tianjin, 300170, China; Department of Hematology, Liaocheng People's Hospital, Liaocheng, 252000, China","Conceived and designed the experiments: XX. Performed the experiments: XX CD HL JD. Analyzed the data: XX CD HL JD XY LP. Contributed reagents/materials/analysis tools: XX CD HL JD XY LP. Wrote the paper: XX CD HL JD XY LP GL ZC. Literature search:XX CD. Resolving the discrepancies between the two reviewers (Xinghua Xu and Chigang Du) in the selection of the study of interest: HL JD.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0135168","plos one","2015-08-07T00:00:00Z","Yongmei Yang; Ailin Qu; Jingkang Liu; Rui Wang; Yingjie Liu; Gang Li; Weili Duan; Qian Fang; Xiumei Jiang; Lili Wang; Guixi Zheng; Lutao Du; Xin Zhang; Chuanxin Wang","Department of Clinical Laboratory, Qilu Hospital, Shandong University, Jinan, Shandong Province, China; Department of Urology, Honggang Hospital, Dongying, Shandong Province, China","Conceived and designed the experiments: CW YY. Performed the experiments: AQ LW GZ. Analyzed the data: JL RW WD. Contributed reagents/materials/analysis tools: YL GL QF XJ. Wrote the paper: LD XZ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0031873","plos one","2012-04-18T00:00:00Z","Radosław Szczęśniak","Institute of Physics, Częstochowa University of Technology, Częstochowa, Poland","Analyzed the data: RSZ. Wrote the paper: RSZ. Conceived and designed the model: RSZ. Performed the analytical calculations: RSZ. Performed the numerical calculations: RSZ.","The author has declared that no competing interests exist."
"10.1371/journal.pone.0031867","plos one","2012-03-12T00:00:00Z","Jacqueline Vieira; Alex R Jones; Antoine Danon; Michiyo Sakuma; Nathalie Hoang; David Robles; Shirley Tait; Derren J Heyes; Marie Picot; Taishi Yoshii; Charlotte Helfrich-Förster; Guillaume Soubigou; Jean-Yves Coppee; André Klarsfeld; Francois Rouyer; Nigel S Scrutton; Margaret Ahmad","Université Paris VI, Paris, France; Manchester Interdisciplinary Biocentre and Faculty of Life Sciences, University of Manchester, Manchester, United Kingdom; Institut de Neurobiologie Alfred Fessard, CNRS UPR 2216 (NGI), Gif-sur-Yvette, France; Graduate School of Natural Science and Technology, Okayama University, Okayama, Japan; University of Würzburg, Biocentre, Neurobiology and Genetics, Würzburg, Germany; Institut Pasteur, Transcriptome and Epigenome Platform, Genomes and Genetics Department, Paris, France; Penn State University, Media, Pennsylvania, United States of America","Conceived and designed the experiments: JV ARJ AD MS NH DR ST DJH MP TY GS JYC AK FR NS MA. Performed the experiments: JV ARJ AD MS NH DR ST DJH MP TY GS JYC AK MA. Analyzed the data: JV ARJ AD MS NH DR ST DJH MP TY GS JYC AK FR NS MA CH. Contributed reagents/materials/analysis tools: GS JYC. Wrote the paper: JV ARJ AD GS JYC FR NS MA CH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0135163","plos one","2015-08-10T00:00:00Z","Andrew P Bradford; Kenneth Jones; Katerina Kechris; Justin Chosich; Michael Montague; Wesley C Warren; Margaret C May; Zain Al-Safi; Satu Kuokkanen; Susan E Appt; Alex J Polotsky","Department of Obstetrics & Gynecology, University of Colorado School of Medicine, Aurora, CO 80045, United States of America; Department of Biochemistry, University of Colorado School of Medicine, Aurora, CO 80045, United States of America; Department of Biostatistics and Informatics, Colorado School of Public Health, University of Colorado Denver, Aurora, CO 80045, United States of America; The Genome Institute, Washington University School of Medicine, St Louis, MO 63108, United States of America; Department of Pathology (Comparative Medicine), Wake Forest University Primate Center, Winston-Salem, NC 27157, United States of America; Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY 10461, United States of America","Conceived and designed the experiments: SEA AJP. Performed the experiments: APB MCM ZA SK JC KJ. Analyzed the data: KJ KK JC MM MCM WCW SK APB SEA ZA AJP. Contributed reagents/materials/analysis tools: WCW MM SK. Wrote the paper: APB SEA KJ KK AJP. Edited MS and approved final draft: KJ KK JC MM MCM WCW SK APB SEA ZA AJP.","The authors have declared that no competing interests exist"
"10.1371/journal.pone.0043362","none","2012-08-17T00:00:00Z","Jing Hu; Hongjie Yao; Fei Gan; Anthony Tokarski; Yanming Wang","Department of Biochemistry and Molecular Biology, Center for Eukaryotic Gene Regulation, Pennsylvania State University, University Park, Pennsylvania, United States of America","Conceived and designed the experiments: YW JH HY. Performed the experiments: JH HY FG AT. Analyzed the data: JH HY YW. Wrote the paper: JH HY YW.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0020417","plos one","2011-06-01T00:00:00Z","Charlotte Codina; Olivier Pascalis; Chris Mody; Peter Toomey; Jill Rose; Laura Gummer; David Buckley","Academic Unit of Ophthalmology and Orthoptics, University of Sheffield, Sheffield, United Kingdom; Laboratoire de Psychologie et NeuroCognition, Université Pierre Mendes France, Grenoble, France; Department of Ophthalmic Imaging, Sheffield Teaching Hospitals Trust, Sheffield, United Kingdom","Conceived and designed the experiments: CC OP DB CM. Performed the experiments: CC CM JR PT LG. Analyzed the data: CC DB OP. Contributed reagents/materials/analysis tools: CC DB CM PT JR LG. Wrote the paper: CC DB OP. NHS Ethical review process: CC OP DB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0020416","plos one","2011-05-31T00:00:00Z","Ankur Pandya; Milton C Weinstein; Thomas A Gaziano","Center for Health Decision Science, Harvard School of Public Health, Boston, Massachusetts, United States of America; Department of Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts, United States of America; Divisions of Cardiovascular Medicine, Brigham and Women's Hospital, Boston, Massachusetts, United States of America","Conceived and designed the experiments: AP TAG. Performed the experiments: AP. Analyzed the data: AP MCW TAG. Contributed reagents/materials/analysis tools: AP TAG. Wrote the paper: AP MCW TAG.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0043354","none","2012-08-16T00:00:00Z","Danish J Malik; Andrzej W Trochimczuk; Sylwia Ronka","Department of Chemical Engineering, University of Loughborough, Loughborough, United Kingdom; Faculty of Chemistry, Wroclaw University of Technology, Wroclaw, Poland","Conceived and designed the experiments: DJM AWT. Performed the experiments: DJM AWT. Analyzed the data: DJM AWT. Contributed reagents/materials/analysis tools: DJM AWT SR. Wrote the paper: DJM AWT SR.","The authors have declared that no competing interests exist."
