"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0138927","plos one","2015-09-24T00:00:00Z","Yang Won Min; Byung-Hoon Min; Seonwoo Kim; Dongil Choi; Poong-Lyul Rhee","Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea; Biostatistics Team, Samsung Biomedical Research Institute, Seoul, Korea; Radiology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea","Conceived and designed the experiments: PLR. Analyzed the data: YWM SK PLR. Contributed reagents/materials/analysis tools: BHM SK DC. Wrote the paper: YWM.","Dong-A ST was funded by the Ministry of Knowledge Economy for the drug development and Dong-A ST, in turn, funded this research. This does not alter the authors' adherence to PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0013273","plos one","2010-10-07T00:00:00Z","Yi Wen; Jun Li; Minqian Xiong; Yu Peng; Wenming Yao; Jing Hong; Donghai Lin","NMR Laboratory, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai, China; The Key Laboratory of Chemical Biology of Fujian Province, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, China","Conceived and designed the experiments: DL. Performed the experiments: YW JL MX YP WY JH. Analyzed the data: YW JL. Contributed reagents/materials/analysis tools: DL. Wrote the paper: YW DL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0092332","plos one","2014-03-18T00:00:00Z","Qibin Zhang; Melissa Matzke; Athena A Schepmoes; Ronald J Moore; Bobbie-Jo Webb-Robertson; Zeping Hu; Matthew E Monroe; Wei-Jun Qian; Richard D Smith; William F Morgan","Biological Sciences Division, Pacific Northwest National Laboratory, Richland, Washington, United States of America; Computational Biology and Bioinformatics, Pacific Northwest National Laboratory, Richland, Washington, United States of America","Conceived and designed the experiments: QZ. Performed the experiments: AAS RJM ZH. Analyzed the data: QZ MM BW MEM. Contributed reagents/materials/analysis tools: WQ RDS WFM. Wrote the paper: QZ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0069730","plos one","2013-07-26T00:00:00Z","Jitendra Singh; Manimuthu Mani Sankar; Sandeep Kumar; Krishnamurthy Gopinath; Niti Singh; Kalaivani Mani; Sarman Singh","Division of Clinical Microbiology and Molecular Medicine, All India Institute of Medical Sciences, New Delhi, India; Lala Ram Sarup Institute of Tuberculosis and Respiratory Diseases, New Delhi, India; Department of Biostatics, All India Institute of Medical Sciences, New Delhi, India","Conceived and designed the experiments: SS SK KG NS. Pursued the study and experimentation: JS SK KG. Data analysis: JS MMS SK KM. Manuscript preparation: JS MMS NS SS. Contributed reagents/materials/finance: SS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0081111","plos one","2013-11-19T00:00:00Z","Francesco Giovinazzo; Simon Schimmack; Bernhard Svejda; Daniele Alaimo; Roswitha Pfragner; Irvin Modlin; Mark Kidd","Department of Surgery, Yale University School of Medicine, New Haven, Connecticut, United States of America; Laboratory of Translational Surgery-LURM, University of Verona, Verona, Italy; University Hospital of General, Visceral- and Transplantation-Surgery of Heidelberg, Heidelberg, Germany; Department of Pathophysiology and Immunology, University of Graz, Graz, Austria","Conceived and designed the experiments: MK BS FG SS IM RP. Performed the experiments: MK BS DA SS FG. Analyzed the data: MK BS SS FG. Contributed reagents/materials/analysis tools: MK SS RP IM. Wrote the manuscript: MK BS SS FG.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0138925","plos one","2015-09-29T00:00:00Z","A Torres-Climent; P Gomis; J Martín-Mata; M A Bustamante; F C Marhuenda-Egea; M D Pérez-Murcia; A Pérez-Espinosa; C Paredes; R Moral","Department of Agrochemistry and Environment, Miguel Hernandez University, Orihuela, Alicante, Spain; Department of Agrochemistry and Biochemistry, University of Alicante, Alicante, Spain","Conceived and designed the experiments: MAB FCME RM MDPM CP APE. Performed the experiments: ATC PG JMM MAB FCME RM. Analyzed the data: ATC PG JMM MAB FCME RM MDPM CP APE. Contributed reagents/materials/analysis tools: ATC PG JMM MAB FCME RM MDPM CP APE. Wrote the paper: ATC PG JMM MAB FCME RM MDPM CP APE.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0081104","plos one","2013-12-03T00:00:00Z","Bridget S Fisher; Carlos E Estraño; Judith A Cole","Department of Biological Sciences, University of Memphis, Memphis, Tennessee, United States of America","Conceived and designed the experiments: BSF JAC CEE. Performed the experiments: BSF. Analyzed the data: BSF JAC CEE. Contributed reagents/materials/analysis tools: JAC CEE. Wrote the paper: BSF.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0149271","plos one","2016-03-18T00:00:00Z","Camilo Mora-Navarro; Janet Méndez-Vega; Jean Caraballo-León; Myung-ryul Lee; Sean Palecek; Madeline Torres-Lugo; Patricia Ortiz-Bermúdez","Department of Chemical Engineering, University of Puerto Rico, Mayagüez Campus, Mayagüez, Puerto Rico; Department of Chemical and Biological Engineering, University of Wisconsin-Madison, Madison, Wisconsin, United States of America","Conceived and designed the experiments: CMN MTL SP POB. Performed the experiments: CMN JMV JCL MRL. Analyzed the data: CMN JMV MTL POB. Contributed reagents/materials/analysis tools: SP MTL POB. Wrote the paper: CMN JCL MTL POB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0046853","none","2012-10-08T00:00:00Z","Shenghui Zhang; Yan Zhang; Yan Zhuang; Jiajie Wang; Jianqin Ye; Si Zhang; Jianbo Wu; Kang Yu; Yixiang Han","Key Laboratory of Molecular Medicine, Ministry of Education, and Department of Biochemistry and Molecular Biology, Fudan University Shanghai Medical College, Shanghai, China; Laboratory of Internal Medicine, The First Affiliated Hospital of Wenzhou Medical College, Wenzhou, China; Department of Hematology, The First Affiliated Hospital of Wenzhou Medical College, Wenzhou, China","Conceived and designed the experiments: SHZ YXH. Performed the experiments: SHZ YZ YZ JJW YXH. Analyzed the data: SHZ JBW KY YXH. Contributed reagents/materials/analysis tools: JQY SZ. Wrote the paper: SHZ YXH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0001227","plos one","2007-11-28T00:00:00Z","Mathieu Lévesque; Samuel Gatien; Kenneth Finnson; Sophie Desmeules; Éric Villiard; Mireille Pilote; Anie Philip; Stéphane Roy","Department of Biochemistry, Université de Montréal, Montréal, Québec, Canada; Faculty of Dentistry, Université de Montréal, Montréal, Québec, Canada; Department of Surgery, Faculty of Medicine, McGill University, Montréal, Québec, Canada","Conceived and designed the experiments: SR ML AP. Performed the experiments: ML SG KF SD EV MP. Analyzed the data: SR ML KF AP. Contributed reagents/materials/analysis tools: SR AP. Wrote the paper: SR ML AP.","The authors have declared that no competing interests exist."
