"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0144643","plos one","2015-12-29T00:00:00Z","Elena Agliari; Adriano Barra; Andrea Galluzzi; Marco Alberto Javarone; Andrea Pizzoferrato; Daniele Tantari","Dipartimento di Matematica, Sapienza Università di Roma, Roma, Italy; Dipartimento di Fisica, Sapienza Università di Roma, Roma, Italy; Dipartimento di Matematica ed Informatica, Università di Cagliari, Cagliari, Italy; Dipartimento di Scienze Umanistiche e Sociali, Università di Sassari, Sassari, Italy; Mathematics Institute, University of Warwick, Coventry, United Kingdom; Centro Ennio De Giorgi, Scuola Normale Superiore, Pisa, Italy","Conceived and designed the experiments: EA AB. Analyzed the data: DT AG AP MAJ. Wrote the paper: EA AB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0075529","plos one","2013-11-20T00:00:00Z","Marie-Hélène Moncel; Jackie Despriée; Pierre Voinchet; Hélène Tissoux; Davinia Moreno; Jean-Jacques Bahain; Gilles Courcimault; Christophe Falguères","Department of Prehistory-UMR 7194 CNRS, National Museum of Natural History, Institut de Paléontologie Humaine, Paris, France; Bureau de Recherches Géologiques et Minières, GEO/G2R, BP 36009, Orléans, France","Conceived and designed the experiments: JD MHM. Performed the experiments: JD PV JJB MHM HT DM GC CF. Analyzed the data: JD PV JJB MHM HT DM CF. Contributed reagents/materials/analysis tools: MHM JD GC. Wrote the paper: MHM JD PV JJB. Fieldwork and excavation direction: JD MHM. Lithic series analysis: MHM JD. Geological studies: JD PV JJB. Dating analysis: PV HT DM JJB CF. Mapping: GC. Illustrations: MHM JD PV JJB GC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0086963","plos one","2014-01-29T00:00:00Z","Andrea De Gaetano; Simona Panunzi; Dimitris Eliopoulos; Thomas Hardy; Geltrude Mingrone","CNR-Institute of Systems Analysis and Computer Science (IASI), BioMatLab, Rome, Italy; 2nd Department of Internal Medicine, University of Athens Medical School, Hippokration, Greece; Eli Lilly & Co., Indianapolis, Indiana, United States of America; Department of Internal Medicine; Università Cattolica S. Cuore, Rome, Italy","Conceived and designed the experiments: AD DE. Performed the experiments: DE GM. Analyzed the data: AD SP. Contributed reagents/materials/analysis tools: AD SP DE GM. Wrote the paper: AD SP DE TH. Physiology background: TH GM. Manuscript revision: TH GM.","The authors declare that the affiliation of Dr. Thomas Hardy is the commercial company Eli Lilly & Co., Indianapolis IN, USA and that this does not alter their adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0006746","plos one","2009-08-25T00:00:00Z","Kirsten M Bohn; Barbara Schmidt-French; Christine Schwartz; Michael Smotherman; George D Pollak","Department of Biology, Texas A&M University, College Station, Texas, United States of America; Section of Neurobiology, University of Texas at Austin, Austin, Texas, United States of America; Bat Conservation International, Austin, Texas, United States of America","Conceived and designed the experiments: KMB. Performed the experiments: KMB BSF CS. Analyzed the data: KMB. Contributed reagents/materials/analysis tools: BSF MS GDP. Wrote the paper: KMB MS GDP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0144642","plos one","2015-12-29T00:00:00Z","Jose A Corleto; Mariana Bravo-Hernández; Kota Kamizato; Osamu Kakinohana; Camila Santucci; Michael R Navarro; Oleksandr Platoshyn; Dasa Cizkova; Nadezda Lukacova; Julian Taylor; Martin Marsala","Neuroregeneration Laboratory, Department of Anesthesiology, University of California - San Diego, La Jolla, California, United States of America; Biomedical Sciences Graduate Program University of California San Diego, La Jolla, California, United States of America; Department of Pharmacobiology, Centro de Investigacion y de Estudios Avanzados Cinvestav) Sede Sur, Mexico D.F., Mexico; Hospital Nacional de Paraplejicos, SESCAM, Toledo, Spain; Institute of Neurobiology, Slovak Academy of Sciences, Soltesovej 6, Kosice, Slovakia","Conceived and designed the experiments: MM JAC KK OK. Performed the experiments: MN CS OP JAC. Analyzed the data: JAC MBH. Contributed reagents/materials/analysis tools: CS. Wrote the paper: JAC DC NL JT MM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0018197","plos one","2011-03-31T00:00:00Z","Dongsheng Li; John Aaskov; William B Lott","Infectious Diseases Program, Institute of Health and Biomedical Innovation (IHBI), Queensland University of Technology, Brisbane, Australia","Conceived and designed the experiments: DL WBL. Performed the experiments: DL. Analyzed the data: DL JA WBL. Contributed reagents/materials/analysis tools: JA. Wrote the paper: DL WBL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0029581","plos one","2012-01-05T00:00:00Z","Antoine Balzeau; Emmanuel Gilissen; Dominique Grimaud-Hervé","CNRS, UMR 7194, Département de Préhistoire, Muséum national d'histoire naturelle, Paris, France; Department of African Zoology, Royal Museum for Central Africa, Tervuren, Belgium; Laboratory of Histology and Neuropathology, Université Libre de Bruxelles, Brussels, Belgium; Department of Anthropology, University of Arkansas, Fayetteville, United States of America","Conceived and designed the experiments: AB. Performed the experiments: AB EG DGH. Analyzed the data: AB. Wrote the paper: AB EG DGH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0041021","none","2012-08-07T00:00:00Z","Christopher E Ormsby; Devi SenGupta; Ravi Tandon; Steven G Deeks; Jeffrey N Martin; R Brad Jones; Mario A Ostrowski; Keith E Garrison; Joel A Vázquez-Pérez; Gustavo Reyes-Terán; Douglas F Nixon","Center for Research in Infectious Diseases, National Institute of Respiratory Diseases, Mexico City, Federal District, Mexico; Division of Experimental Medicine, Department of Medicine, University of California San Francisco, San Francisco, California, United States of America; Positive Health Program, San Francisco General Hospital, San Francisco, California, United States of America; Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, California, United States of America; Department of Immunology, University of Toronto, Toronto, Ontario, Canada","Conceived and designed the experiments: CEO DS RT DFN. Performed the experiments: CEO DS RT. Analyzed the data: CEO DS RT JVP. Contributed reagents/materials/analysis tools: SGD JNM RBJ MAO KEG. Wrote the paper: CEO DS RT JVP GRT DFN.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0086961","plos one","2014-01-30T00:00:00Z","Kensuke Kojima; Craig April; Claudia Canasto-Chibuque; Xintong Chen; Manjeet Deshmukh; Anu Venkatesh; Poh Seng Tan; Masahiro Kobayashi; Hiromitsu Kumada; Jian-Bing Fan; Yujin Hoshida","Liver Cancer Program, Tisch Cancer Institute, Division of Liver Diseases, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York, United States of America; Illumina, Inc., San Diego, California, United States of America; Department of Hepatology, Toranomon Hospital, Tokyo, Japan","Conceived and designed the experiments: CA JBF YH. Performed the experiments: CA CCC MD JBF YH. Analyzed the data: KK CA XC JBF YH AV PST. Contributed reagents/materials/analysis tools: MK HK. Wrote the paper: KK CA JBF YH.","YH is a named investigator on a patent application entitled “Compositions, kits, and methods for detecting, characterizing, preventing, and treating hepatic disorders (USPTO application number: #20110263441)”. NanoString, Inc. has secured the option to an exclusive worldwide license. There is no other relevant declaration relating to employment, consultancy, patents, products in development or modified products, etc. CA and JBF are employed by a commercial company, Illumina, Inc. There is no other relevant declaration relating to employment, consultancy, patents, products in development or marketed products, etc. YH is a PLOS ONE Editorial Board member. These do not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0029580","plos one","2012-01-13T00:00:00Z","Julie A Pasco; Geoffrey C Nicholson; Sharon L Brennan; Mark A Kotowicz","School of Medicine, Deakin University, Geelong, Victoria, Australia; NorthWest Academic Centre, Department of Medicine, The University of Melbourne, St Albans, Victoria, Australia; Rural Clinical School, School of Medicine, The University of Queensland, Toowoomba, Queensland, Australia","Conceived and designed the experiments: JAP GCN SLB MAK. Performed the experiments: JAP. Analyzed the data: JAP. Wrote the paper: JAP GCN SLB MAK.","The authors have declared that no competing interests exist."
