"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0061115","plos one","2013-05-14T00:00:00Z","Yi Wang; Ya-hsuan Yeh; Sin-man Tsang; Wen-hua Liu; Hai-song Shi; Zhi Li; Yan-fang Shi; Ya Wang; Yu-na Wang; Simon S Y Lui; David L Neumann; David H K Shum; Raymond C K Chan","Neuropsychology and Applied Cognitive Neuroscience Laboratory, Key Laboratory of Mental Health, Institute of Psychology, Chinese Academy of Sciences, Beijing, China; The University of Chinese Academy of Sciences, Beijing, China; Department of Applied Social Studies, City University of Hong Kong, Hong Kong; Faculty of Humanities and Social Sciences, Guangzhou Medical College, Guangzhou, China; School of Applied Psychology, Griffith University, Gold Coast, Australia; Behavioural Basis of Health Program, Griffith Health Institute, Gold Coast, Australia","Conceived and designed the experiments: RCKC. Performed the experiments: WHL HSS ZL YFS Yi Wang YNW SSYL. Analyzed the data: Yi Wang Ya Wang YHY SMT. Wrote the paper: RCKC. Drafted the manuscript and contributing to the extensive revision of the second and third drafts of the manuscript: Yi Wang RCKC Ya Wang DLN DHKS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0095416","plos one","2014-04-17T00:00:00Z","Shannon Liu; Ruichuan Xu; Isabelle Gerin; William P Cawthorn; Ormond A MacDougald; Xiao-Wei Chen; Alan R Saltiel; Ronald J Koenig; Bin Xu","Department of Internal Medicine, Division of Metabolism, Endocrinology and Diabetes, University of Michigan Medical Center, Ann Arbor, Michigan, United States of America; Department of Molecular & Integrative Physiology, University of Michigan Medical Center, Ann Arbor, Michigan, United States of America; Life Science Institute, University of Michigan, Ann Arbor, Michigan, United States of America; Department of Internal Medicine, University of Michigan Medical Center, Ann Arbor, Michigan, United States of America","Conceived and designed the experiments: IG OM AS RK BX. Performed the experiments: SL RX IG WC XC BX. Analyzed the data: SL RX IG WC OM RK BX. Contributed reagents/materials/analysis tools: IG WC OM XC AS RK BX. Wrote the paper: WC OM RK BX.","W.P.C. was supported by a postdoctoral fellowship from the Royal Commission for the Exhibition of 1851 (United Kingdom) and an Eli Lilly Innovation Fellowship Award. This does not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0026607","plos one","2011-10-19T00:00:00Z","Eran Bendavid; Benjamin Seligman; Jessica Kubo","Division of General Internal Medicine, Stanford University, Stanford, California, United States of America; Center for Health Policy and the Center for Primary Care and Outcomes Research, Stanford University, Stanford, California, United States of America; School of Medicine, Stanford University, Stanford, California, United States of America","Conceived and designed the experiments: EB BS. Performed the experiments: EB JK. Analyzed the data: EB JK. Contributed reagents/materials/analysis tools: EB BS. Wrote the paper: EB BS JK.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0026613","plos one","2011-11-02T00:00:00Z","Feng Qi; Chao Wang; Yanli Liu; Imdad Kaleem; Qian Li; Chun Li","School of Life Science, Beijing Institute of Technology, Beijing, Peoples Republic of China; School of Chemistry and Chemical Engineering, Shihezi University, Shihezi, Peoples Republic of China; College of Biotechnology, Tianjin University of Science and Technology, Tianjin, Peoples Republic of China","Conceived and designed the experiments: FQ CL. Performed the experiments: FQ YL. Analyzed the data: FQ CL QL IK. Contributed reagents/materials/analysis tools: FQ YL QL CW. Wrote the paper: FQ. English editing and manuscript revision: IK.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0003900","plos one","2008-12-09T00:00:00Z","John H Malone; Brian E Fontenot","Department of Biology, The University of Texas at Arlington, Arlington, Texas, United States of America","Conceived and designed the experiments: JHM BEF. Performed the experiments: JHM BEF. Analyzed the data: JHM BEF. Wrote the paper: JHM BEF.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0084168","plos one","2013-12-19T00:00:00Z","Zachary P Stewart; Richard M Oxborough; Patrick K Tungu; Matthew J Kirby; Mark W Rowland; Seth R Irish","Faculty of Infectious Tropical Diseases, London School of Hygiene and Tropical Medicine, London, United Kingdom; Department of Agronomy and Horticulture, University of Nebraska, Lincoln, Nebraska, United States of America; Pan-African Malaria Vector Research Consortium (PAMVERC), Moshi, Tanzania; Department of Parasitology and Entomology, Kilimanjaro Christian Medical University College (KCMUCo) of Tumaini University, Moshi, Tanzania; Amani Medical Research Centre, National Institute for Medical Research, Muheza, Tanzania; Malaria Consortium, London, United Kingdom","Conceived and designed the experiments: ZS RO PT MK MR SI. Performed the experiments: ZS RO PT. Analyzed the data: ZS MR SI. Contributed reagents/materials/analysis tools: RO PT. Wrote the manuscript: ZS RO PT MK MR SI.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0151793","plos one","2016-03-23T00:00:00Z","Aurelia S Ciblis; Marie-Louise Butler; Catherine Quinn; Linda Clare; Arun L W Bokde; Paul G Mullins; Jonathan P McNulty","School of Medicine, University College Dublin, Dublin, Ireland; School of Psychology, Bangor University, Bangor, United Kingdom; School of Psychology, University of Exeter, Exeter, United Kingdom; Institute of Neuroscience, Trinity College Dublin, Dublin, Ireland","Conceived and designed the experiments: AC AB CQ JMcN LC MLB PM. Performed the experiments: AC AB CQ JMcN LC MLB PM. Analyzed the data: AC CQ JMcN. Wrote the paper: AC AB CQ JMcN LC MLB PM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0118432","plos one","2015-03-04T00:00:00Z","Takaya Saito; Marc Rehmsmeier","Computational Biology Unit, Department of Informatics, University of Bergen, P. O. Box 7803, N-5020, Bergen, Norway","Conceived and designed the experiments: TS MR. Performed the experiments: TS. Analyzed the data: TS. Wrote the paper: TS MR.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0026603","plos one","2011-11-09T00:00:00Z","Xiao-hua Lei; Li-na Ning; Yu-jing Cao; Shuang Liu; Shou-bing Zhang; Zhi-fang Qiu; Hui-min Hu; Hui-shan Zhang; Shu Liu; En-kui Duan","State Key Laboratory of Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing, China; Graduate School, Chinese Academy of Sciences, Beijing, China","Conceived and designed the experiments: ED XL LN. Performed the experiments: XL LN YC HH Shuang Liu HZ. Analyzed the data: XL ED YC SZ. Contributed reagents/materials/analysis tools: Shu Liu ZQ SZ. Wrote the paper: ED XL LN.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0095445","plos one","2014-05-08T00:00:00Z","Yueai Lin; Chenlu Zhang; Hai Lan; Shibin Gao; Hailan Liu; Jian Liu; Moju Cao; Guangtang Pan; Tingzhao Rong; Suzhi Zhang","Key Laboratory of Biology and Genetic Breeding of Maize in Southwest China of Agricultural Department, Maize Research Institute, Sichuan Agricultural University, Chengdu, China","Conceived and designed the experiments: SZZ SBG. Performed the experiments: YAL CLZ. Analyzed the data: SZZ H. Lan H. Liu MJC. Contributed reagents/materials/analysis tools: SZZ YAL JL GTP TZR. Wrote the paper: SZZ.","The authors have declared that no competing interests exist."
