"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pgen.1005458","plos genetics","2015-08-25T00:00:00Z","Juanmahel Davila; Mary J Laws; Athilakshmi Kannan; Quanxi Li; Robert N Taylor; Milan K Bagchi; Indrani C Bagchi","Department of Comparative Biosciences, University of Illinois at Urbana-Champaign, Urbana, Illinois, United States of America; Department of Molecular and Integrative Physiology, University of Illinois at Urbana-Champaign, Urbana, Illinois, United States of America; Department of Obstetrics and Gynecology, Wake Forest School of Medicine, Winston-Salem, North Carolina, United States of America","Conceived and designed the experiments: JD MKB ICB. Performed the experiments: JD MJL AK QL. Analyzed the data: JD MKB ICB. Contributed reagents/materials/analysis tools: RNT. Wrote the paper: JD RNT MKB ICB.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1005457","plos genetics","2015-08-14T00:00:00Z","Kfir Baruch Umansky; Yael Gruenbaum-Cohen; Michael Tsoory; Ester Feldmesser; Dalia Goldenberg; Ori Brenner; Yoram Groner","Department of Molecular Genetics, The Weizmann Institute of Science, Rehovot, Israel; Department of Veterinary Resources, The Weizmann Institute of Science, Rehovot, Israel; Grand Israel National Center for Personalized Medicine (INCPM), The Weizmann Institute of Science, Rehovot, Israel","Conceived and designed the experiments: KBU MT YG. Performed the experiments: KBU YGC DG MT. Analyzed the data: KBU EF OB MT YG. Wrote the paper: KBU EF OB MT YG.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1005508","plos genetics","2015-09-08T00:00:00Z","Huawen Lin; Zhengyan Zhang; Suyang Guo; Fan Chen; Jonathan M Kessler; Yan Mei Wang; Susan K Dutcher","Department of Genetics, Washington University School of Medicine, St. Louis, Missouri, United States of America; Department of Physics, Washington University in St. Louis, St. Louis, Missouri, United States of America","Conceived and designed the experiments: HL SKD. Performed the experiments: HL ZZ SG FC JMK SKD. Analyzed the data: HL ZZ SG JMK YMW SKD. Contributed reagents/materials/analysis tools: HL JMK YMW SKD. Wrote the paper: HL JMK SKD.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.1001770","plos biology","2014-01-21T00:00:00Z","David Krauth; Andrew Anglemyer; Rose Philipps; Lisa Bero","Department of Clinical Pharmacy, University of California San Francisco, San Francisco, California, United States of America; Institute for Health Policy Studies, University of California San Francisco, San Francisco, California, United States of America","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: DK AA LB. Performed the experiments: DK AA RP. Analyzed the data: AA. Contributed reagents/materials/analysis tools: AA. Wrote the paper: DK AA RP LB.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000365","plos pathogens","2009-04-03T00:00:00Z","Ryan M Troyer; John McNevin; Yi Liu; Shao Chong Zhang; Randall W Krizan; Awet Abraha; Denis M Tebit; Hong Zhao; Santiago Avila; Michael A Lobritz; M Juliana McElrath; Sylvie Le Gall; James I Mullins; Eric J Arts","Division of Infectious Diseases, Department of Medicine, Case Western Reserve University, Cleveland, Ohio, United States of America; Vaccine and Infectious Disease Institute, Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, United States of America; Department of Microbiology, University of Washington, Seattle, Washington, United States of America; Partners AIDS Research Center, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States of America; National Institute of Respiratory Diseases, Center for Research in Infectious Diseases, Mexico City, Mexico; Department of Molecular and Microbiology, Case Western Reserve University, Cleveland, Ohio, United States of America","Conceived and designed the experiments: MJM SLG EJA. Performed the experiments: RMT JPM YL SCZ RWK AA DMT HAZ MAL SLG. Analyzed the data: RMT JPM YL SLG JIM. Contributed reagents/materials/analysis tools: RMT SA MJM SLG. Wrote the paper: RMT JIM EJA.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000364","plos pathogens","2009-04-03T00:00:00Z","Michael Walther; David Jeffries; Olivia C Finney; Madi Njie; Augustine Ebonyi; Susanne Deininger; Emma Lawrence; Alfred Ngwa-Amambua; Shamanthi Jayasooriya; Ian H Cheeseman; Natalia Gomez-Escobar; Joseph Okebe; David J Conway; Eleanor M Riley","Medical Research Council Laboratories, Fajara, Banjul, The Gambia; Department of Infectious and Tropical Diseases, London School of Hygiene and Tropical Medicine, London, United Kingdom; Institute of Medical Microbiology, Immunology and Parasitology, University Clinic Bonn, Bonn, Germany","Conceived and designed the experiments: MW SD EMR. Performed the experiments: MW OCF MN EJL ANA SJ IHC NGE. Analyzed the data: MW DJJ. Contributed reagents/materials/analysis tools: MW NGE DJC EMR. Wrote the paper: MW EMR. Responsible for the statistical model applied to the data: DJJ. Contributed to FACS work: OCF. Contributed substantially to various aspects of the lab work: MN. Responsible for the recruitment of the study patients: AE. Designed the RT-PCR experiments: SD. Did most of the ELISPOTs: EJL. Performed the sequencing of the parasites: ANA. Contributed to flow cytometry and ELISPOT experiments: SJ. Contributed to parasite sequencing and prepared malaria antigens: IHC. Provided expertise on designing the RT-PCR assays and helped with parasite sequencing: NGE. Recruited patients into the study and responsible for the conduct according to GCP guidelines: JO. Provided expertise in the design and analysis: DJC. Contributed to the overall design and concept of the study as well as to the analysis and write up: EMR.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1005518","plos genetics","2015-09-17T00:00:00Z","Julien Nourikyan; Morten Kjos; Chryslène Mercy; Caroline Cluzel; Cécile Morlot; Marie-Francoise Noirot-Gros; Sébastien Guiral; Jean-Pierre Lavergne; Jan-Willem Veening; Christophe Grangeasse","Bases Moléculaires et Structurales des Systèmes Infectieux, UMR5086 CNRS/Université de Lyon 1, Lyon, France; Molecular Genetics Group, Groningen Biomolecular Sciences and Biotechnology Institute, Centre for Synthetic Biology, University of Groningen, Groningen, the Netherlands; Laboratoire Biologie Tissulaire et Ingénierie thérapeutique, UMR5305, CNRS/Université de Lyon 1, Lyon, France; Institut de Biologie Structurale, UMR5075 CNRS/CEA/Université Grenoble Alpes, Grenoble, France; Micalis, UMR1319 INRA, Jouy-en-Josas, France","Conceived and designed the experiments: JN MK MFNG JWV CG SG. Performed the experiments: JN MK CMe CC CMo MFNG. Analyzed the data: JN MK CMe CC CMo MFNG JPL JWV CG. Contributed reagents/materials/analysis tools: CC CMo. Wrote the paper: JN MK JWV CG. Expertise in Genetics: SG.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.1001771","plos biology","2014-01-21T00:00:00Z","Andreea Daraba; Vamsi K Gali; Miklós Halmai; Lajos Haracska; Ildiko Unk","The Institute of Genetics, Biological Research Centre, Hungarian Academy of Sciences, Szeged, Hungary","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: LH IU. Performed the experiments: AD VKG MH LH IU. Analyzed the data: AD VKG MH LH IU. Wrote the paper: IU.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.1001775","plos biology","2014-01-28T00:00:00Z","Jonathan Rolland; Fabien L Condamine; Frederic Jiguet; Hélène Morlon","CNRS, UMR 7641 Centre de Mathématiques Appliquées (Ecole Polytechnique), Palaiseau, France; UMR 7204 MNHN–CNRS–UPMC Centre d'Ecologie et de Sciences de la Conservation, Museum National d'Histoire Naturelle, CP51, Paris, France","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: JR HM. Performed the experiments: JR HM. Analyzed the data: JR FLB. Contributed reagents/materials/analysis tools: JR FLB. Wrote the paper: JR FLC FJ HM.","The authors have declared that no competing interests exist."
"10.1371/journal.pbio.1001773","plos biology","2014-01-21T00:00:00Z","Joost M Woltering; Daan Noordermeer; Marion Leleu; Denis Duboule","Department of Genetics and Evolution, University of Geneva, Geneva, Switzerland; School of Life Sciences, Federal Institute of Technology, Lausanne, Switzerland","The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: JMW DN DD. Performed the experiments: JMW DN ML. Analyzed the data: JMW DN ML DD. Wrote the paper: JMW DD.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000366","plos pathogens","2009-04-03T00:00:00Z","Win Surachetpong; Naresh Singh; Kong Wai Cheung; Shirley Luckhart","Department of Medical Microbiology and Immunology, University of California at Davis, Davis, California, United States of America","Conceived and designed the experiments: WS NS SL. Performed the experiments: WS NS KWC. Analyzed the data: WS NS KWC SL. Contributed reagents/materials/analysis tools: SL. Wrote the paper: WS SL. Edited the manuscript: WS NS KWC SL.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000370","plos pathogens","2009-04-10T00:00:00Z","Michelle L Castelletto; Holman C Massey; James B Lok","Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America","Conceived and designed the experiments: MLC HCM JBL. Performed the experiments: MLC. Analyzed the data: MLC JBL. Contributed reagents/materials/analysis tools: MLC HCM. Wrote the paper: MLC JBL.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000369","plos pathogens","2009-04-03T00:00:00Z","Catherine Q Nie; Nicholas J Bernard; M Ursula Norman; Fiona H Amante; Rachel J Lundie; Brendan S Crabb; William R Heath; Christian R Engwerda; Michael J Hickey; Louis Schofield; Diana S Hansen","The Walter and Eliza Hall Institute of Medical Research, Parkville, Victoria, Australia; Department of Medical Biology, The University of Melbourne, Parkville, Victoria, Australia; Centre for Inflammatory Diseases, Monash University, Department of Medicine, Monash Medical Centre, Clayton, Victoria, Australia; Queensland Institute of Medical Research, Herston, Queensland, Australia; Burnet Institute, Melbourne, Victoria, Australia; Department of Microbiology and Immunology, The University of Melbourne, Parkville, Victoria, Australia","Conceived and designed the experiments: CQN CRE MJH DSH. Performed the experiments: CQN NJB MUN FHA RJL DSH. Analyzed the data: CQN CRE MJH DSH. Contributed reagents/materials/analysis tools: BSC WRH LS. Wrote the paper: CQN DSH.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000368","plos pathogens","2009-04-03T00:00:00Z","Jeremy C Brownlie; Bodil N Cass; Markus Riegler; Joris J Witsenburg; Iñaki Iturbe-Ormaetxe; Elizabeth A McGraw; Scott L O'Neill","School of Biological Sciences, The University of Queensland, St. Lucia, Queensland, Australia","¤aCurrent address: School of Biomolecular and Physical Sciences, Griffith University, Nathan, Queensland, Australia","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1005510","plos genetics","2015-09-24T00:00:00Z","Ralph Burkhardt; Holger Kirsten; Frank Beutner; Lesca M Holdt; Arnd Gross; Andrej Teren; Anke Tönjes; Susen Becker; Knut Krohn; Peter Kovacs; Michael Stumvoll; Daniel Teupser; Joachim Thiery; Uta Ceglarek; Markus Scholz","LIFE Leipzig Research Center for Civilization Diseases, University of Leipzig, Leipzig Germany; Institute of Laboratory Medicine, Clinical Chemistry and Molecular Diagnostics, University Hospital Leipzig, Leipzig, Germany; Institute for Medical Informatics, Statistics and Epidemiology, University of Leipzig, Leipzig, Germany; Department for Cell Therapy, Fraunhofer Institute for Cell Therapy and Immunology, Leipzig, Germany; Heart Center Leipzig, Leipzig, Germany; Institute for Laboratory Medicine, Ludwig-Maximilians University Munich, Munich, Germany; Medical Department, Clinic for Endocrinology and Nephrology, University of Leipzig, Leipzig, Germany; Interdisciplinary Centre for Clinical Research, University of Leipzig, Leipzig, Germany; Integrated Research and Treatment Center Adiposity Diseases, University of Leipzig, Leipzig Germany","Conceived and designed the experiments: RB HK JT UC MSc. Performed the experiments: FB LMH ATe ATö SB KK PK. Analyzed the data: RB HK AG KK UC MSc. Contributed reagents/materials/analysis tools: PK MSt DT. Wrote the paper: RB HK MSc.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1000367","plos pathogens","2009-04-03T00:00:00Z","Patric Jern; Rebecca A Russell; Vinay K Pathak; John M Coffin","Department of Molecular Biology and Microbiology, Tufts University School of Medicine, Boston, Massachusetts, United States of America; HIV Drug Resistance Program, National Cancer Institute-Frederick, Frederick, Maryland, United States of America","Conceived and designed the experiments: PJ JMC. Performed the experiments: PJ RAR JMC. Analyzed the data: PJ JMC. Contributed reagents/materials/analysis tools: PJ RAR VP JMC. Wrote the paper: PJ RAR VP JMC.","The authors have declared that no competing interests exist."
"10.1371/journal.pgen.1005480","plos genetics","2015-08-25T00:00:00Z","Jinmahn Kim; Jihye Yeon; Seong-Kyoon Choi; Yang Hoon Huh; Zi Fang; Seo Jin Park; Myoung Ok Kim; Zae Young Ryoo; Kyeongjin Kang; Hee-Seok Kweon; Won Bae Jeon; Chris Li; Kyuhyung Kim","Department of Brain and Cognitive Sciences, Daegu Gyeongbuk Institute of Science and Technology (DGIST), Daegu, Korea; Laboratory of Biochemistry and Cellular Engineering, Division of NanoBio Technology, Daegu Gyeongbuk Institute of Science and Technology (DGIST), Daegu, Korea; Nano-Bio Electron Microscopy Research Group, Korea Basic Science Institute, Daejeon, Korea; School of Life Sciences, KNU Creative BioResearch Group (BK21 plus program), School of Animal BT Science, College of Natural Sciences, Kyungpook National University, Daegu, Korea; Department of Anatomy and Cell Biology, Samsung Biomedical Research Institute, Sungkyunkwan School of Medicine, Gyeonggi-Do, Korea; Department of Biology, City College of the City University of New York, New York, New York, United States of America","Conceived and designed the experiments: JK JY CL KKi. Performed the experiments: JK JY SKC YHH ZF. Analyzed the data: JK JY HSK WBJ CL KKi. Contributed reagents/materials/analysis tools: SJP MOK ZYR KKa. Wrote the paper: JK JY CL KKi.","The authors have declared that no competing interests exist."
