"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0106087","plos one","2014-08-22T00:00:00Z","Tamjeed Siddiqui; Starlee Lively; Roger Ferreira; Raymond Wong; Lyanne C Schlichter","Toronto Western Research Institute, Genes and Development Division, University Health Network, Toronto, Ontario, Canada; Department of Physiology, University of Toronto, Toronto, Ontario, Canada","Conceived and designed the experiments: LCS TS SL. Performed the experiments: TS RF SL RW. Analyzed the data: TS RF SL RW. Contributed to the writing of the manuscript: LCS TS SL RF.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0094872","plos one","2014-05-01T00:00:00Z","Xiao-Qing Pan; Anna P Malykhina","Division of Urology, Department of Surgery, University of Pennsylvania, Glenolden, Pennsylvania, United States of America","Conceived and designed the experiments: XQP, APM. Performed the experiments: XQP, APM. Analyzed the data: XQP, APM. Contributed reagents/materials/analysis tools: XQP, APM. Wrote the paper: APM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0060570","plos one","2013-04-03T00:00:00Z","Nir Eynon; Emiliya S Nasibulina; Lauren K Banting; Pawel Cieszczyk; Agnieszka Maciejewska-Karlowska; Marek Sawczuk; Elvira A Bondareva; Roza R Shagimardanova; Maytal Raz; Yael Sharon; Alun G Williams; Ildus I Ahmetov; Alejandro Lucia; Ruth Birk","School of Sports and Exercise Sciences, Victoria University, Melbourne, Australia; Institute of Sport, Exercise and Active Living (ISEAL), Victoria University, Melbourne, Australia; Laboratory of Molecular Genetics, Kazan State Medical University, Kazan, Russia; Faculty of Tourism and Recreation, Academy of Physical Education and Sport, Gdansk, Poland; Faculty of Physical Culture and Heath Promotion, University of Szczecin, Szczecin, Poland; Institute and Museum of Anthropology, Moscow State University, Moscow, Russia; Faculty of Health Sciences, Department of Nutrition, Ariel University Center, Ariel, Israel; Centre for Genomics Research into Exercise, Performance and Health, Manchester Metropolitan University, Manchester, United Kingdom; Sport Technology Education Research Laboratory, Volga Region State Academy of Physical Culture, Sport and Tourism, Kazan, Russia; School of Doctorate Studies and Research, European University of Madrid, Madrid, Spain","Conceived and designed the experiments: NE IIA AL RB. Performed the experiments: ESN PC AMK MS EAB RRS MR YS. Analyzed the data: ESN LKB. Contributed reagents/materials/analysis tools: PC IIA AL RB. Wrote the paper: NE AGW AL RB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0117898","plos one","2015-02-25T00:00:00Z","S Joshua Swamidass; Matthew Matlock; Leon Rozenblit","Department of Pathology, Washington University School of Medicine, St. Louis, MO, USA; Prometheus Research LLC, New Haven, CT, USA","Conceived and designed the experiments: SJS MM. Performed the experiments: SJS MM. Analyzed the data: SJS MM LR. Contributed reagents/materials/analysis tools: SJS MM. Wrote the paper: SJS MM LR.","LR has significant financial interest in Prometheus LLC, a company that builds Open Source software for medical records mining, but is not commercializing the technology presented in this study. The authors have no additional competing interests. This declared interest does not alter the authors’ adherence to PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0037637","plos one","2012-05-25T00:00:00Z","Shanshan Hu; Binbin Wang; Yanhua Qi; Hui Lin","Department of Ophthalmology, the 2nd Affiliated Hospital of Harbin Medical University, Harbin, China; Center for Genetics, National Research Institute for Family Planning, Beijing, China","Conceived and designed the experiments: HL YQ. Performed the experiments: SH. Analyzed the data: SH. Contributed reagents/materials/analysis tools: BW. Wrote the paper: SH HL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0141365","plos one","2015-10-27T00:00:00Z","Janhavi Moharil; Pedro Lei; Jun Tian; Daniel P Gaile; Stelios T Andreadis","Bioengineering Laboratory, Department of Chemical and Biological Engineering, University at Buffalo, State University of New York, 908 Furnas Hall, Amherst, NY 14260–4200, United States of America; Department of Biostatistics, University at Buffalo, State University of New York, Kimball, Buffalo, NY 14214–3000, United States of America; Department of Biomedical Engineering, University at Buffalo, The State University of New York, Amherst, NY 14260–4200, United States of America; Center of Excellence in Bioinformatics and Life Sciences, Buffalo, NY 14203, United States of America","Conceived and designed the experiments: JM PL JT STA. Performed the experiments: JM PL. Analyzed the data: JM PL DPG STA. Contributed reagents/materials/analysis tools: JM PL DPG STA. Wrote the paper: JM PL DPG STA.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0094858","plos one","2014-04-10T00:00:00Z","Hila Haskelberg; Nicholas Pocock; Janaki Amin; Peter Robert Ebeling; Sean Emery; Andrew Carr; STEAL study investigators","The Kirby Institute, University of New South Wales, Sydney, Australia; St. Vincent's Hospital, Sydney, Australia; North West Academic Centre, University of Melbourne, Melbourne, Australia","Conceived and designed the experiments: HH, NP, AC. Performed the experiments: HH, NP. Analyzed the data: HH. Contributed reagents/materials/analysis tools: NP. Wrote the paper: HH. All authors reviewed all data and analyses, and reviewed the manuscript.","The authors have read the journal's policy and have the following conflicts: Sean Emery is a PLOS ONE Editorial Board member. Hila Haskelberg and Janaki Amin declare no conflict of interest. Nicolas Pocock received consultancy fees from Merck, Sanofi Aventis and Servier; and has served on an advisory board for Merck. Peter Ebeling's institution has received research funding from Merck; consultancy fees from Gilead Sciences and GlaxoSmithKline/ViiV Healthcare; and has served on an advisory board for Merck. Sean Emery has received research grant support from Abbvie, Gilead Sciences, Merck Research Laboratories, Pfizer, and ViiV Healthcare. Andrew Carr has received research funding from ViiV Healthcare, and Merck; consultancy fees from Gilead Sciences, ViiV Healthcare, MSD and Roche; lecture and travel sponsorships from Gilead Sciences, MSD, and ViiV Healthcare; and has served on advisory boards for Gilead Sciences, MSD, and ViiV Healthcare. This does not alter the authors' adherence to PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0026049","plos one","2011-10-07T00:00:00Z","Daria Salyakina; Holly N Cukier; Joycelyn M Lee; Stephanie Sacharow; Laura D Nations; Deqiong Ma; James M Jaworski; Ioanna Konidari; Patrice L Whitehead; Harry H Wright; Ruth K Abramson; Scott M Williams; Ramkumar Menon; Jonathan L Haines; John R Gilbert; Michael L Cuccaro; Margaret A Pericak-Vance","John P. Hussman Institute for Human Genomics, Miller School of Medicine, University of Miami, Miami, Florida, United States of America; Dr. John T. Macdonald Foundation Department of Human Genetics, Miller School of Medicine, University of Miami, Miami, Florida, United States of America; Department of Neuropsychiatry, University of South Carolina School of Medicine, Columbia, South Carolina, United States of America; Center for Human Genetics Research, Vanderbilt University, Nashville, Tennessee, United States of America; Department of Epidemiology and Department of Obstetrics and Gynecology, Rollins School of Public Health, Emory University, Atlanta, Georgia, United States of America","Conceived and designed the experiments: DS HNC JLH JRG MLC MAPV. Performed the experiments: DS HNC IK PLW. Analyzed the data: DS HNC DM JMJ. Wrote the paper: DS HNC MAPV. Collected samples from ASD families: JML SS LDN HHW RKA JLH JRG MLC MAPV. Collected control samples: SMW RM JLH MLC MAPV.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0003407","plos one","2008-10-15T00:00:00Z","Deborah A Lewinsohn; Sarah Zalwango; Catherine M Stein; Harriet Mayanja-Kizza; Alphonse Okwera; W Henry Boom; Roy D Mugerwa; Christopher C Whalen","Department of Pediatrics, Oregon Health & Science University, Portland, Oregon, United States of America; Uganda-CWRU, Research Collaboration, Kampala, Uganda; Department of Epidemiology and Biostatistics, Case Western Reserve University School of Medicine, Cleveland, Ohio, United States of America; Tuberculosis Research Unit, Case Western Reserve University School of Medicine, Cleveland, Ohio, United States of America; Department of Medicine, Makerere University Medical School, Kampala, Uganda; National TB and Leprosy Program, and Mulago Hospital, Kampala, Uganda; Department of Medicine, Case Western Reserve University School of Medicine and University Hospitals Case Medical Center, Cleveland, Ohio, United States of America","Conceived and designed the experiments: DAL HMK WHB RM CCW. Performed the experiments: SZ. Analyzed the data: DAL CMS CCW. Contributed reagents/materials/analysis tools: AO CCW. Wrote the paper: DAL CMS CCW.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0141361","plos one","2015-10-22T00:00:00Z","Ben Morton; Shankara Nagaraja; Andrea Collins; Shaun H Pennington; John D Blakey","Department of Clinical Sciences, Respiratory Infection Group, Liverpool School of Tropical Medicine, Liverpoool, United Kingdom; Aintree University Hospitals NHS Foundation Trust, Liverpool, United Kingdom; Royal Liverpool University Hospital, Liverpool, United Kingdom","Conceived and designed the experiments: BM SN. Performed the experiments: BM SN SHP. Analyzed the data: BM SHP AC JB. Contributed reagents/materials/analysis tools: BM SHP. Wrote the paper: BM SHP AC JB.","BM received a lecture fee from Grifols Inc. AC received lecture fees from GSK and Merck. These affiliations do not alter the authors' adherence to PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0037631","plos one","2012-05-31T00:00:00Z","Vince I Madai; Federico C von Samson-Himmelstjerna; Miriam Bauer; Katharina L Stengl; Matthias A Mutke; Elena Tovar-Martinez; Jens Wuerfel; Matthias Endres; Thoralf Niendorf; Jan Sobesky","Department of Neurology and Center for Stroke Research Berlin (CSB), Charité-Universitätsmedizin, Berlin, Germany; Berlin Ultra-High Field Facility (B.U.F.F.), Max Delbrück Center for Molecular Medicine (MDC), Berlin, Germany; Experimental and Clinical Research Center (ECRC), Charité-Universitätsmedizin and Max Delbrück Center for Molecular Medicine (MDC), Berlin, Germany; NeuroCure Clinical Research Center, Charité-Universitätsmedizin, Berlin, Germany; Institute of Neuroradiology, University Luebeck, Luebeck, Germany; Excellence Cluster Neurocure, Charité-Universitätsmedizin, Berlin, Germany","Conceived and designed the experiments: VIM FCSH JW ME TN JS. Performed the experiments: VIM FCSH MB KLS MAM ETM JW JS. Analyzed the data: VI FCSH JW ME TN JS. Contributed reagents/materials/analysis tools: ETM JW TN. Wrote the paper: VIM FCSH JW ME TN JS. Concept and preparation of the study proposal according to the appropriate German laws and European Union guidelines: VIM MB KLS TN JS. Recruiting of patients: VIM MB KLS MAM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0094854","plos one","2014-04-11T00:00:00Z","Fred Stephen Sarfo; Maame Anima Sarfo; Betty Norman; Richard Phillips; David Chadwick","Department of Medicine, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Department of Medicine, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Centre for Clinical Infection, The James Cook University Hospital, Middlesbrough, United Kingdom","Conceived and designed the experiments: FSS DC. Performed the experiments: FSS MAS BN RP DC. Analyzed the data: FSS DC. Contributed reagents/materials/analysis tools: FSS RP MAS DC. Wrote the paper: FSS DC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0117890","plos one","2015-02-19T00:00:00Z","Dawn L Taylor; Vanessa M Ante; X Renee Bina; Mondraya F Howard; James E Bina","University of Pittsburgh School of Medicine, Department of Microbiology and Molecular Genetics, Pittsburgh, Pennsylvania, United States of America","Conceived and designed the experiments: DLT VMA XRB MFH JEB. Performed the experiments: DLT VMA MFH. Analyzed the data: DLT VMA XRB MFH JEB. Wrote the paper: DLT VMA XRB MFH JEB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0106081","plos one","2014-09-10T00:00:00Z","Abdellali Kelil; Benjamin Dubreuil; Emmanuel D Levy; Stephen W Michnick","Département de Biochimie and Centre Robert-Cedergren, Bio-Informatique et Génomique, Université de Montréal, Succursale Centre-Ville, Montreal, Quebec, Canada","Conceived and designed the experiments: AK BD EDL SWM. Performed the experiments: AK BD. Analyzed the data: AK BD EDL SWM. Wrote the paper: AK BD EDL SWM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0106086","plos one","2014-08-25T00:00:00Z","Kim Holmberg; Timothy D Bowman; Stefanie Haustein; Isabella Peters","School of Mathematics and Computing, University of Wolverhampton, Wolverhampton, United Kingdom; Åbo Akademi University, Turku, Finland; Dept. of Information and Library Science, Indiana University, Bloomington, Indiana, United States of America; École de bibliothéconomie et des sciences de l’information, Université de Montréal, Montreal, Canada; ZBW Leibniz Information Center for Economics and Christian Albrechts University Kiel, Kiel, Germany","Conceived and designed the experiments: KH TDB SH IP. Analyzed the data: KH TDB SH IP. Contributed to the writing of the manuscript: KH TDB SH IP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0083659","plos one","2013-12-10T00:00:00Z","Fiona Gee; Kate Fisher; Ulrike Klemstein; Gino B Poulin","Faculty of Life Sciences, The University of Manchester, Manchester, Greater Manchester, United Kingdom","Conceived and designed the experiments: GBP FG KF UK. Performed the experiments: FG KF UK. Analyzed the data: GBP FG KF UK. Contributed reagents/materials/analysis tools: FG KF UK. Wrote the manuscript: GBP.","The authors have declared that no competing interests exist."
