"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0142564","plos one","2015-11-06T00:00:00Z","Xiao-Xin Dai; Xing Duan; Xiang-Shun Cui; Nam-Hyung Kim; Bo Xiong; Shao-Chen Sun","College of Animal Science and Technology, Nanjing Agricultural University, Nanjing, 210095, China; Department of Animal Sciences, Chungbuk National University, Cheongju, 361–763, Korea","Conceived and designed the experiments: XXD SCS. Performed the experiments: XXD XD. Analyzed the data: XSC NHK BX. Contributed reagents/materials/analysis tools: XSC NHK. Wrote the paper: XXD SCS BX.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0084895","plos one","2014-01-15T00:00:00Z","Rafael Fenutría; Vanesa G Martinez; Inês Simões; Jorge Postigo; Victor Gil; Mario Martínez-Florensa; Jordi Sintes; Rodrigo Naves; Kevin S Cashman; José Alberola-Ila; Manel Ramos-Casals; Gloria Soldevila; Chander Raman; Jesús Merino; Ramón Merino; Pablo Engel; Francisco Lozano","Institut d'Investigacions Biomédiques August Pi i Sunyer (IDIBAPS), Barcelona, Spain; Departamento de Biología Molecular, Universidad de Cantabria, Santander, Spain; Servei de Malalties Autoimmunes Sistémiques, Hospital Clínic de Barcelona, Barcelona, Spain; Departament de Biologia Cel·lular, Immunologia i Neurociències, Universitat de Barcelona, Barcelona, Spain; Department of Medicine, University of Alabama at Birmingham, Birmingham, Alabama, United States of America; Department of Microbiology, University of Alabama at Birmingham, Birmingham, Alabama, United States of America; Oklahoma Medical Research Foundation, Oklahoma City, Oklahoma, United States of America; Departamento de Inmunología, Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Distrito Federal, México; Instituto de Biomedicina y Biotecnología de Cantabria, Consejo Superior de Investigaciones Científicas-Universidad de Cantabria-SODERCAN, Santander, Spain; Servei d'Immunologia, Hospital Clínic de Barcelona, Barcelona, Spain","Conceived and designed the experiments: RF VGM JM RM MRC CR GS JAI PE FL. Performed the experiments: RF VGM IS JP VG MMF JS RN KSC JM RM. Analyzed the data: RF VGM IS JP MRC JM RM JAI CR GS PE FL. Contributed reagents/materials/analysis tools: JM RM CR PE. Wrote the paper: RF VGM MRC JM RM JAI CR GS PE FL.","The authors hereby declare that even though this work has been the base for an application for a European Patent (No. n°: 11382172.2 “New compounds derived from scavenger-like lymphocyte receptors for use in immunotherapy”), it does not alter their adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0004522","plos one","2009-02-19T00:00:00Z","Matthew D Shawkey; Mary K Firestone; Eoin L Brodie; Steven R Beissinger","Department of Environmental Science, Policy and Management, Ecosystem Science Division, University of California, Berkeley, California, United States of America; Ecology Department, Earth Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, California, United States of America","Conceived and designed the experiments: MS MF SB. Performed the experiments: MS. Analyzed the data: MS EB. Contributed reagents/materials/analysis tools: EB. Wrote the paper: MS MF EB SB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0038758","plos one","2012-06-21T00:00:00Z","Teunis Jansen; Kasper Kristensen; Mark Payne; Martin Edwards; Corinna Schrum; Sophie Pitois","Technical University of Denmark (DTU) AQUA, National Institute of Aquatic Resources Charlottenlund, Charlottenlund, Denmark; Sir Alister Hardy Foundation for Ocean Science (SAHFOS), Plymouth, United Kingdom; Geophysical Institute, University of Bergen, Bergen, Norway; Centre of Environment, Fisheries & Aquaculture Science (CEFAS), Suffolk, United Kingdom","Conceived and designed the experiments: TJ. Analyzed the data: TJ KK MP. Contributed reagents/materials/analysis tools: TJ KK MP. Wrote the paper: TJ KK MP. Project leader on the reanalysis of CPR samples: SP Lead lab-team reanalysing the CPR samples: ME Modelled the thermocline dataset: CS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0096039","plos one","2014-05-06T00:00:00Z","Michael Margaliot; Eduardo D Sontag; Tamir Tuller","School of Electrical Engineering and the Sagol School of Neuroscience, Tel-Aviv University, Tel-Aviv, Israel; Dept. of Mathematics and Cancer Institute of New Jersey, Rutgers University, Piscataway, New Jersey, United States of America; Dept. of Biomedical Engineering and the Sagol School of Neuroscience, Tel-Aviv University, Tel-Aviv, Israel","Wrote the paper: MM ES TT.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0119041","plos one","2015-03-05T00:00:00Z","Xiangmin Zhang; Wei Kong; Soo-Young Wanda; Wei Xin; Praveen Alamuri; Roy Curtiss","The Biodesign Institute, Arizona State University, Tempe, Arizona, United States of America; Department of Pharmaceutical Sciences, Eugene Applebaum College of Pharmacy/Health Sciences, Wayne State University, Detroit, Michigan, United States of America; School of Life Science, Arizona State University, Tempe, Arizona, United States of America","Conceived and designed the experiments: XZ RC WX. Performed the experiments: XZ. Analyzed the data: XZ RC WK PA. Contributed reagents/materials/analysis tools: WK SW WX. Wrote the paper: XZ RC PA WK.","The authors declare that no competing interests exist."
"10.1371/journal.pone.0130627","plos one","2015-06-19T00:00:00Z","Jianquan Chen; Fanxin Long","Department of Orthopedics, The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China; Orthopedic Institute, Soochow University, Suzhou, Jiangsu, China; Department of Orthopedic Surgery, Washington University, St. Louis, Missouri, United States of America; Department of Medicine, Washington University, St. Louis, Missouri, United States of America; Department of Developmental Biology, Washington University, St. Louis, Missouri, United States of America","Conceived and designed the experiments: JC FL. Performed the experiments: JC. Analyzed the data: JC. Contributed reagents/materials/analysis tools: JC FL. Wrote the paper: JC FL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0119039","plos one","2015-03-16T00:00:00Z","Jia Guo; Hongwei Yao; Xin Lin; Haodong Xu; David Dean; Zhou Zhu; Gang Liu; Patricia Sime","Department of Medicine, University of Rochester Medical School, Rochester, New York, United States of America; Department of Environmental Medicine, University of Rochester Medical Center, Rochester, New York, United States of America; Department of Pediatrics, University of Rochester; Rochester, New York, United States of America; Pathology and Laboratory Medicine, David Geffen School of Medicine, UCLA, Los Angeles, California, United States of America; Department of Allergy and Clinic Immunology, Yale University, New Haven, Connecticut, United States of America; Department of medicine, Pulmonary and critical care, University of Alabama, Birmingham, Alabama, United States of America","Conceived and designed the experiments: JG. Performed the experiments: JG XL GL. Analyzed the data: JG HY DAD HX. Contributed reagents/materials/analysis tools: ZZ HX GL PJS. Wrote the paper: JG HY PJS. IL13 transgenic mouse: ZZ. Obtained permission for use of fibroblast lines and AKT plasmid: PJS. Designed the software used in analysis: JG.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0119035","plos one","2015-03-06T00:00:00Z","Claudia Geue; Paula Lorgelly; James Lewsey; Carole Hart; Andrew Briggs","Health Economics & Health Technology Assessment, Institute of Health & Wellbeing, University of Glasgow, 1 Lilybank Gardens, Glasgow, G12 8RZ, United Kingdom; Centre for Health Economics, Building 75, Monash University, Clayton VIC 3800, Australia; Public Health, Institute of Health & Wellbeing, University of Glasgow, 1 Lilybank Gardens, Glasgow, G12 8RZ, United Kingdom","Conceived and designed the experiments: CG PL JL CH AB. Analyzed the data: CG. Wrote the paper: CG PL JL CH AB.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0050239","plos one","2012-11-20T00:00:00Z","Andrea Bertolo; F Guillaume Blanchet; Pierre Magnan; Philippe Brodeur; Marc Mingelbier; Pierre Legendre","Interuniversity Research Group in Limnology and Aquatic Environment (GRIL), Québec, Canada; Research Centre for Watershed - Aquatic Ecosystem Interactions (RIVE) - Université du Québec à Trois-Rivières, Trois-Rivières, Québec, Canada; Département de Sciences Biologiques, Université de Montréal, Montréal, Québec, Canada; Department of Renewable Resources, University of Alberta, Edmonton, Alberta, Canada; Section of Ecology, Department of Biology, University of Turku, Turku, Finland; Ministère des Ressources Naturelles et de la Faune - Direction de l’expertise de la Mauricie et du Centre-du-Québec, Trois-Rivières, Québec, Canada; Ministère des Ressources Naturelles et de la Faune - Service de la Faune Aquatique, Québec, Canada","Conceived and designed the experiments: PM PB MM. Performed the experiments: PM PB MM. Analyzed the data: AB FGB PL. Contributed reagents/materials/analysis tools: PM PB MM. Wrote the paper: AB PM PB MM FGB PL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0084756","plos one","2014-02-24T00:00:00Z","Claire Redjadj; Gaëlle Darmon; Daniel Maillard; Thierry Chevrier; Denis Bastianelli; Hélène Verheyden; Anne Loison; Sonia Saïd","Laboratoire d’Ecologie Alpine, Centre National de la Recherche Scientifique, Université de Savoie, Le Bourget-du-Lac, France; Centre national d’Etudes et de la Recherches Appliquées sur la Faune de Montagne et les Cervidés-Sanglier, Office National de la Chasse et de la Faune Sauvage, Le Perray-en-Yvelines, France; Chaire de recherche industrielle Produits forestiers Anticosti, Département de Biologie, Université Laval, Québec, Canada; Systèmes d’élevage méditerranéens et tropicaux, Centre de coopération Internationale en Recherche Agronomique pour le Développement, Montpellier, France; Comportement et Ecologie de la Faune Sauvage, Institut National de la Recherche Agronomique, Castanet-Tolosan, France","Conceived and designed the experiments: SS DM AL. Performed the experiments: TC GD CR DB. Analyzed the data: CR AL SS GD. Wrote the paper: AL CR SS GD HV DB. Provided editorial advice: DM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0050238","plos one","2012-11-26T00:00:00Z","Haitao Shen; Patricia E de Almeida; Kyung H Kang; Pamela Yao; Camie W Chan","Department of Cell Biology and Human Anatomy, University of California Davis, Davis, California, United States of America; Institute for Pediatric Regenerative Medicine, Shriners Hospitals for Children Northern California, Sacramento, California, United States of America; Laboratory of Pathology, Hebei Medical University, Shijiazhuang, China; Stem Cell & Regenerative Medicine Consortium, The University of Hong Kong, Pokfulam, Hong Kong; Department of Anatomy, The University of Hong Kong, Pokfulam, Hong Kong; Department of Medicine, The University of Hong Kong, Pokfulam, Hong Kong","Conceived and designed the experiments: HS CWC. Performed the experiments: HS PA KHK PY. Analyzed the data: HS. Contributed reagents/materials/analysis tools: KHK PY. Wrote the paper: HS PA CWC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0038760","plos one","2012-06-19T00:00:00Z","Mathew B Abrams; Ingrid Nilsson; Sebastian A Lewandowski; Jacob Kjell; Simone Codeluppi; Lars Olson; Ulf Eriksson","Department of Neuroscience, Karolinska Institutet, Stockholm, Sweden; Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Stockholm, Sweden","Conceived and designed the experiments: MBA IN LO UE. Performed the experiments: MBA SC. Analyzed the data: MBA IN SAL. Contributed reagents/materials/analysis tools: LO UE. Wrote the paper: MBA IN LO UE.","The authors have read the journal’s policy and have the following conflict: Ulf Eriksson and Ludwig Institute of Cancer Research (LICR) have submitted a patent application on the use of imatinib in CNS injuries (US patent 20070265203, filed 17 Apr 2007, published 15 Nov 2007). Lars Olson has received financial support from AFA Insurance company. Neither alters the authors' adherence to all the PLoS ONE policies on sharing data and materials."
"10.1371/journal.pone.0084763","plos one","2014-01-23T00:00:00Z","Luigi Notari; Diana C Riera; Rex Sun; Jennifer A Bohl; Leon P McLean; Kathleen B Madden; Nico van Rooijen; Tim Vanuytsel; Joseph F Urban; Aiping Zhao; Terez Shea-Donohue","Department of Medicine and Mucosal Biology Research Center, University of Maryland School of Medicine, Baltimore, Maryland, United States of America; Department of Pediatrics, Walter Reed Army Medical Center, Washington, DC, United States of America; Department of Pediatrics, Uniformed Services University of the Health Sciences, Bethesda, Maryland, United States of America; Vrije Universiteit, VUMC, Department of Molecular Cell Biology, Amsterdam, The Netherlands; Translational Research Center for Gastrointestinal Disorders, University Hospital Gasthuisberg, University of Leuven, Leuven, Belgium; United States Department of Agriculture, Agricultural Research Service, Beltsville Human Nutrition Research Center, Diet, Genomics, & Immunology Laboratory, Beltsville, Maryland, United States of America","Conceived and designed the experiments: DR LN TSD. Performed the experiments: DR LN RS JB KM NR TV JFU AZ TSD. Analyzed the data: DR LN RS JB KM NR TV JFU AZ TSD. Contributed reagents/materials/analysis tools: JFU. Wrote the paper: DR LN LM JFU TSD.","The authors have the following interests. Cl2MDP was a kind gift of Roche Diagnostics GmbH (Mannheim, Germany). This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0142439","plos one","2015-11-10T00:00:00Z","Shixin Hao; Xin Hou; Lei Wei; Jian Li; Zhonghu Li; Xiaotong Wang","School of Agriculture, Ludong University, Yantai, Shandong, China; School of Life Sciences, Ludong University, Yantai, Shandong, China","Conceived and designed the experiments: XW. Performed the experiments: SH ZL XH. Analyzed the data: LW. Contributed reagents/materials/analysis tools: JL. Wrote the paper: SH XW XH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0038764","plos one","2012-06-19T00:00:00Z","Isabelle George; Hugo Cousillas; Jean-Pierre Richard; Martine Hausberger","UMR6552–Ethologie Animale et Humaine, Université Rennes 1-CNRS, Rennes, France","Conceived and designed the experiments: IG HC MH. Performed the experiments: IG HC. Analyzed the data: IG HC MH. Contributed reagents/materials/analysis tools: JPR. Wrote the paper: IG MH. Designed the software used to acquire and analyse data: JPR.","Co-auhor Martine Hausberger is a PLoS ONE Editorial Board member. This does not alter the authors’ adherence to all the PLoS ONE policies on sharing data and materials."
"10.1371/journal.pone.0084760","plos one","2014-01-13T00:00:00Z","Ana M G Barros; José M C Pereira","Centro de Estudos Florestais, Instituto Superior de Agronomia, Universidade de Lisboa, Lisboa, Portugal","Conceived and designed the experiments: AB JMCP. Performed the experiments: AB JMCP. Analyzed the data: AB JMCP. Wrote the paper: AB JMCP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0119031","plos one","2015-03-05T00:00:00Z","Gaëlle Gendronneau; Sadaf Sanii; Tien Dang; Frédérique Deshayes; Delphine Delacour; Evelyne Pichard; Tamara Advedissian; Sukhvinder S Sidhu; Mireille Viguier; Thierry Magnaldo; Francoise Poirier","Institut Jacques Monod, UMR CNRS 7592, Paris-Diderot University, Paris, France; IRCAN, CNRS-Inserm-UNS UMR 7284, U 1081, Nice, France","Conceived and designed the experiments: GG SS DD FD SSS MV TM FP. Performed the experiments: GG SS TD DD FD EP TA SSS. Analyzed the data: GG SS TD DD FD EP TA SSS MV TM FP. Wrote the paper: GG DD FP.","This work was entirely done while the authors GG and SSS were in Dr. Poirier’s lab. Therefore, this does not alter the authors’ adherence to PLOS ONE policies on sharing data and materials, as there are no competing interests with any commercial company."
"10.1371/journal.pone.0107311","plos one","2014-09-10T00:00:00Z","Jeremy K Fagan; Gretchen Dollar; Qiuheng Lu; Austen Barnett; Joaquin Pechuan Jorge; Andreas Schlosser; Cathie Pfleger; Paul Adler; Andreas Jenny","Department of Developmental and Molecular Biology and Department of Genetics, Albert Einstein College of Medicine, New York, New York, United States of America; Department of Biology, University of Virginia, Charlottesville, Virginia, United States of America; Department of Systems & Computational Biology, Albert Einstein College of Medicine, New York, New York, United States of America; Rudolf Virchow Center for Experimental Biomedicine, University of Wuerzburg, Wuerzburg, Germany; Department of Oncological Sciences, The Icahn School of Medicine at Mount Sinai, New York, New York, United States of America","Conceived and designed the experiments: JKF GD QL AB JPJ AS CP PA AJ. Performed the experiments: JKF GD QL AB JPJ AS CP AJ. Analyzed the data: JKF GD QL AB JPJ AS PA AJ. Contributed reagents/materials/analysis tools: JPJ AS. Contributed to the writing of the manuscript: JKF PA AJ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0004405","plos one","2009-02-06T00:00:00Z","Antje Kroner; Nicholas Schwab; Chi Wang Ip; Christoph Leder; Klaus-Armin Nave; Mathias Mäurer; Heinz Wiendl; Rudolf Martini","Department of Neurology, University of Wuerzburg, Wuerzburg, Germany; Section of Developmental Neurobiology, University of Wuerzburg, Wuerzburg, Germany; Clinical Research Group for Multiple Sclerosis and Neuroimmunology, University of Wuerzburg, Wuerzburg, Germany; Department of Neurogenetics, Max-Planck-Institute of Experimental Medicine, Goettingen, Germany","Conceived and designed the experiments: AK MM HW RM. Performed the experiments: AK NS CWI CL. Analyzed the data: AK NS CWI CL HW RM. Contributed reagents/materials/analysis tools: CL KAN HW RM. Wrote the paper: AK HW RM.","The authors have declared that no competing interests exist."
