"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0118320","plos one","2015-02-19T00:00:00Z","Diederik P J Smeeing; Roderick M Houwert; Jan Paul Briet; Johannes C Kelder; Michiel J M Segers; Egbert Jan M M Verleisdonk; Luke P H Leenen; Falco Hietbrink","Department of Surgery, University Medical Center Utrecht, Utrecht, The Netherlands; Traumacenter University Medical Center Utrecht, Utrecht, The Netherlands; Department of Surgery, Diakonessenhuis Utrecht, Utrecht, The Netherlands; Department of Epidemiology, St Antonius Hospital Nieuwegein, Nieuwegein, The Netherlands; Department of Surgery, St Antonius Hospital Nieuwegein, Nieuwegein, The Netherlands","Conceived and designed the experiments: DS RH FH. Performed the experiments: DS RH FH. Analyzed the data: DS RH FH. Contributed reagents/materials/analysis tools: DS RH JK FH. Wrote the paper: DS RH JB JK MS EV LL FH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0026695","plos one","2011-10-28T00:00:00Z","Katharine J Crawfurd; John A Raven; Glen L Wheeler; Emily J Baxter; Ian Joint","Plymouth Marine Laboratory, Plymouth, United Kingdom; Division of Plant Sciences, University of Dundee at the James Hutton Institute, Dundee, United Kingdom","Conceived and designed the experiments: KJC IJ JAR GLW. Performed the experiments: KJC EJB. Analyzed the data: KJC EJB GLW IJ. Wrote the paper: KJC IJ JAR GLW.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0095393","plos one","2014-04-16T00:00:00Z","Xiang Ou; Meilian Liu; Hairong Luo; Lily Q Dong; Feng Liu","Metabolic Syndrome Research Center and Diabetes Center, Key Laboratory of Diabetes Immunology, Second Xiangya Hospital, Central South University, Changsha, Hunan, China; Department of Pharmacology University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States of America; Department of Cellular & Structural Biology, University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States of America","Conceived and designed the experiments: XO ML LD FL. Performed the experiments: XO HL. Analyzed the data: XO. Contributed reagents/materials/analysis tools: XO HL. Wrote the paper: XO ML FL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0072728","plos one","2013-08-21T00:00:00Z","Bin Wang; Tianyi Yan; Jinglong Wu; Kewei Chen; Satoshi Imajyo; Seiichiro Ohno; Susumu Kanazawa","School of Life Science, Beijing Institute of Technology, Beijing, China; Graduate School of Natural Science and Technology, Okayama University, Okayama, Japan; Computational Image Analysis Program, Banner Alzheimer Institute and Banner Good Samaritan PET Center, Phoenix, Arizona, United States of America; Department of Radiology, Okayama University Hospital, Okayama University, Okayama, Japan; Graduate School of Medicine, Dentistry, Pharmaceutical Sciences, Okayama University, Okayama, Japan","Conceived and designed the experiments: BW JW. Performed the experiments: BW SI SO SK. Analyzed the data: BW TY. Wrote the paper: BW TY JW KC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0004183","plos one","2009-01-13T00:00:00Z","Weiping Qin; Lap Ho; Jun Wang; Elaine Peskind; Giulio Maria Pasinetti","Department of Psychiatry, Mount Sinai School of Medicine, New York, New York, United States of America; Department of Neuroscience, Mount Sinai School of Medicine, New York, New York, United States of America; Geriatric Research and Clinical Center (GCRC), James J. Peters Veteran Affairs Medical Center, Bronx, New York, United States of America; University of Washington School of Medicine, Seattle, Washington, United States of America","Conceived and designed the experiments: WQ LH JW GMP. Performed the experiments: WQ. Analyzed the data: WQ LH JW GMP. Contributed reagents/materials/analysis tools: EP. Wrote the paper: GMP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0049803","plos one","2012-11-28T00:00:00Z","Kirsten I Bos; Philip Stevens; Kay Nieselt; Hendrik N Poinar; Sharon N DeWitte; Johannes Krause","Institute for Archeological Sciences, University of Tübingen, Tübingen, Germany; Laboratoire de Paléoanthropologie, École Pratique des Hautes Études, Université de Bordeaux, Bordeaux, France; Center for Bioinformatics, University of Tübingen, Tübingen, Germany; McMaster Ancient DNA Centre, Department of Anthropology, McMaster University, Hamilton, Ontario, Canada; Michael DeGroote Institute for Infectious Disease Research, McMaster University, Hamilton, Ontario, Canada; University of South Carolina, Departments of Anthropology and Biological Sciences, Columbia, South Carolina, United States of America","Conceived and designed the experiments: KIB JK KN HNP. Performed the experiments: PS JK KN. Analyzed the data: KIB KN JK. Wrote the paper: KIB JK. Provided constructive comments on the manuscript: SND HNP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0151992","plos one","2016-03-23T00:00:00Z","Scott C Atkinson; Stacy D Jupiter; Vanessa M Adams; J Carter Ingram; Siddharth Narayan; Carissa J Klein; Hugh P Possingham","ARC Centre of Excellence for Environmental Decisions, Centre for Biodiversity and Conservation Science, School of Biological Sciences, The University of Queensland, St. Lucia, Australia; Wildlife Conservation Society, Melanesia Program, Suva, Fiji; Wildlife Conservation Society, Global Conservation Program, New York City, United States of America; National Center for Ecological Analysis and Synthesis (NCEAS), University of California at Santa Barbara, Santa Barbara, United States of America; School of Geography, Planning and Environmental Management, The University of Queensland, St. Lucia, Australia","Conceived and designed the experiments: SCA SDJ VMA CJK. Analyzed the data: SCA VMA. Wrote the paper: SCA SDJ VMA JCI SN HPP.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0004179","plos one","2009-01-14T00:00:00Z","Priyadharsini Nagarajan; Neha Parikh; Lee Ann Garrett-Sinha; Satrajit Sinha","Department of Biochemistry, State University of New York at Buffalo, Center for Excellence in Bioinformatics and Life Sciences, Buffalo, New York, United States of America","Conceived and designed the experiments: PN NP LAGS SS. Performed the experiments: PN NP LAGS. Analyzed the data: PN NP LAGS SS. Contributed reagents/materials/analysis tools: SS. Wrote the paper: PN LAGS SS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0084238","plos one","2014-01-15T00:00:00Z","Rasha Khatib; Jon-David Schwalm; Salim Yusuf; R Brian Haynes; Martin McKee; Maheer Khan; Robby Nieuwlaat","Population Health Research Institute, Hamilton Health Sciences and McMaster University, Hamilton, Ontario, Canada; Clinical Epidemiology and Biostatistics, McMaster University, Hamilton, Ontario, Canada; Department of Medicine, McMaster University, Hamilton, Ontario, Canada; Department of Health Services Research and Policy, London School of Hygiene and Tropical Medicine, London, United Kingdom","Analyzed the data: RK JDS RN MK. Wrote the paper: RK JDS SY RBH MM MK RN. Conceived and designed the systematic review: RK JDS RN. Performed the search and selected papers: RK JDS RN MK. Contributed to the analysis: SY RBH MM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0130191","plos one","2015-07-15T00:00:00Z","Shu-Yi Yang; Bruno A Walther; Guo-Jing Weng","Institute of Wildlife Conservation, College of Veterinary Medicine, National Pingtung University of Science and Technology, Pingtung, Taiwan; Master Program in Global Health and Development, College of Public Health and Nutrition, Taipei Medical University, Taipei, Taiwan","Conceived and designed the experiments: S-YY BAW G-JW. Performed the experiments: S-YY G-JW. Analyzed the data: S-YY BAW G-JW. Contributed reagents/materials/analysis tools: BAW G-JW. Wrote the paper: S-YY BAW G-JW.","The authors have declared that no competing interests exist."
