"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0056939","plos one","2013-02-27T00:00:00Z","Paul K Dayton; Stacy Kim; Shannon C Jarrell; John S Oliver; Kamille Hammerstrom; Jennifer L Fisher; Kevin O’Connor; Julie S Barber; Gordon Robilliard; James Barry; Andrew R Thurber; Kathy Conlan","Scripps Institution of Oceanography, La Jolla, California, United States of America; Moss Landing Marine Laboratories, Moss Landing, California, United States of America; Hatfield Marine Science Center, Newport, Oregon, United States of America; Swinomish Indian Tribal Community, La Conner, Washington, United States of America; Cardno Entrix, Gig Harbor, Washington State, United States of America; Monterey Bay Aquarium Research Institute, Moss Landing, California, United States of America; College of Earth, Ocean, and Atmospheric Sciences, Oregon State University, Corvallis, Oregon, United States of America; Canadian Museum of Nature, Ottawa, Ontario, Canada","Conceived and designed the experiments: PKD. Performed the experiments: PKD SK SCJ JSO JLF KO J. Barber GR J. Barry ART KEC. Analyzed the data: PKD SCJ J. Barber KH. Contributed reagents/materials/analysis tools: PKD SK SCJ JSO KH JLF KO J. Barber GR J. Barry ART KEC. Wrote the paper: PKD SK SCJ JSO KH JLF KO J. Barber GR J. Barry ART KEC.","Gordon Robilliard is employed by Cardno Entrix. This does not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0045267","none","2012-09-18T00:00:00Z","Rafael Ribeiro Almeida; Daniela Santoro Rosa; Susan Pereira Ribeiro; Vinicius Canato Santana; Esper Georges Kallás; John Sidney; Alessandro Sette; Jorge Kalil; Edecio Cunha-Neto","Laboratory of Clinical Immunology and Allergy-LIM60, Division of Clinical Immunology and Allergy, Department of Medicine, University of São Paulo School of Medicine, São Paulo, Brazil; Heart Institute (InCor), University of São Paulo School of Medicine, São Paulo, Brazil; Institute for Investigation in Immunology-INCT, São Paulo, Brazil; Division of Immunology-Federal University of São Paulo-UNIFESP, São Paulo, Brazil; Center for Infectious Disease, Allergy and Asthma Research, La Jolla Institute for Allergy and Immunology, La Jolla, California, United States of America","Conceived and designed the experiments: RRA EC-N. Performed the experiments: RRA DSR SPR VCS JS. Analyzed the data: RRA DSR SPR VCS EGK AS JK EC-N. Contributed reagents/materials/analysis tools: EGK JK EC-N. Wrote the paper: RRA DSR EC-N.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0000155","plos one","2007-01-17T00:00:00Z","Felix Zajitschek; John Hunt; Susanne RK Zajitschek; Michael D Jennions; Robert Brooks","School of Biological, Earth and Environmental Sciences, The University of New South Wales, Sydney, Australia; Centre for Ecology and Conservation, University of Exeter in Cornwall, Penryn, United Kingdom; School of Botany and Zoology, Australian National University, Canberra, Australia","Conceived and designed the experiments: MJ RB FZ JH. Performed the experiments: FZ JH SZ. Analyzed the data: RB FZ. Wrote the paper: RB FZ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0091085","plos one","2014-03-14T00:00:00Z","Michiel Sala; Lucia J M Kroft; Boudewijn Röell; Jeroen van der Grond; P Eline Slagboom; Simon P Mooijaart; Albert de Roos; Diana van Heemst","Department of Radiology, Leiden University Medical Center, Leiden, the Netherlands; Department of Gerontology and Geriatrics, Leiden University Medical Center, Leiden, the Netherlands; Department of Molecular Epidemiology, Leiden University Medical Center, Leiden, the Netherlands; Netherlands Consortium for Healthy Ageing, Leiden, the Netherlands","Conceived and designed the experiments: Conceived of the study and its initial design: LK SM DvH. Involved in data collection: LK JvdG DvH. Analyzed and interpreted the data: MS DvH JvdG. Provided support on data analysis and interpretation: AdR PES SM BR. Contributed to and edited the report: MS LK BR JvdG PES SM AdR DvH. Approved the report before submission: MS LK BR JvdG PES SM AdR DvH.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0137759","plos one","2015-09-11T00:00:00Z","Stephanie A Prince; Jennifer L Reed; Amy E Mark; Christopher M Blanchard; Sherry L Grace; Robert D Reid","Division of Prevention and Rehabilitation, University of Ottawa Heart Institute, Ottawa, Ontario, Canada; Institute for Clinical Evaluation Services, Ottawa, Ontario, Canada; Department of Medicine, Dalhousie University, Halifax, Nova Scotia, Canada; School of Kinesiology and Health Science, York University, Toronto, Ontario, Canada; Toronto Rehabilitation Institute, University Health Network, Toronto, Ontario, Canada","Conceived and designed the experiments: SAP. Performed the experiments: SAP JLR AEM CMB SLG RDR. Analyzed the data: SAP. Contributed reagents/materials/analysis tools: SAP AEM JLR SLG RDR. Wrote the paper: SAP JLR AEM CMB SLG RDR. Analytical advice: JLR AEM CMB SLG RDR.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0114077","plos one","2014-12-02T00:00:00Z","Gege Cui; Shen Zhang; Haiyan Geng","Department of Psychology, Peking University, Beijing, China; Department of Psychology, University of Wisconsin-Whitewater, Whitewater, Wisconsin, United States of America","Conceived and designed the experiments: HG GC SZ. Performed the experiments: GC HG SZ. Analyzed the data: GC HG SZ. Wrote the paper: SZ HG GC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0080039","plos one","2013-11-14T00:00:00Z","Hui Liu; Feng-Xia Yin; Chun-Ling Bai; Qi-Yuan Shen; Zhu-Ying Wei; Xin-Xin Li; Hao Liang; Shorgan Bou; Guang-Peng Li","Key Laboratory for Mammalian Reproductive Biology and Biotechnology, Ministry of Education, Inner mongolia University, Hohhot, China","Conceived and designed the experiments: SB GPL H. Liu. Performed the experiments: H. Lui FXY CLB QYS ZYW XXL H. Liang. Analyzed the data: H. Liu FXY GPL. Wrote the manuscript: H. Liu FXY GPL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0114080","plos one","2014-12-04T00:00:00Z","Yu Xia; Liang Wang; Yuxin Jiang; Qing Dai; Xiaoyi Li; Wenbo Li","Department of Ultrasound, Chinese Academy of Medical Sciences & Peking Union Medical College Hospital, Beijing, China; Department of General Surgery, Chinese Academy of Medical Sciences & Peking Union Medical College Hospital, Beijing, China","Conceived and designed the experiments: YX LW YJ QD XL. Performed the experiments: YX LW WL. Analyzed the data: YX LW. Contributed reagents/materials/analysis tools: YX LW. Wrote the paper: YX LW.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0045263","none","2012-09-24T00:00:00Z","Chaoqiong Ma; Jurong Ding; Jun Li; Wenbin Guo; Zhiliang Long; Feng Liu; Qing Gao; Ling Zeng; Jingping Zhao; Huafu Chen","Key Laboratory for NeuroInformation of Ministry of Education, School of Life Science and Technology, University of Electronic Science and Technology of China, Chengdu, PR China; Mental Health Institute, The Second Xiangya Hospital, Central South University Changsha, Hunan, China; Mental Health Center, First Affiliated Hospital, Guangxi Medical University, Nanning, Guangxi, China","Conceived and designed the experiments: CM WG JZ LZ HC. Performed the experiments: CM JZ HC. Analyzed the data: CM JD WG ZL JL FL QG HC. Contributed reagents/materials/analysis tools: WG JL JZ HC. Wrote the paper: CM JD WG ZL HC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0045266","none","2012-09-14T00:00:00Z","Julia Negroni; Nicolas Meunier; Régine Monnerie; Roland Salesse; Christine Baly; Monique Caillol; Patrice Congar","INRA, UR1197 Neurobiologie de l′Olfaction et Modélisation en Imagerie, Jouy-en-Josas, France; IFR144, NeuroSud Paris, Gif-Sur-Yvette, France; Université de Versailles Saint-Quentin en Yvelines, Versailles, France","Conceived and designed the experiments: JN NM RS CB MC PC. Performed the experiments: JN NM RM CB MC PC. Analyzed the data: JN NM CB MC PC. Contributed reagents/materials/analysis tools: JN NM RM CB MC PC. Wrote the paper: JN NM RS CB MC PC.","The authors have declared that no competing interests exist."
