"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0011320","plos one","2010-06-28T00:00:00Z","Andreas Jahn; Sian Floyd; Nuala McGrath; Amelia C Crampin; Lackson Kachiwanda; Venance Mwinuka; Basia Zaba; Paul E M Fine; Judith R Glynn","Department of Epidemiology and Population Health, London School of Hygiene & Tropical Medicine, London, United Kingdom; Africa Centre for Health and Population Studies, University of KwaZulu Natal, Mtubatuba, South Africa; Karonga Prevention Study, Chilumba, Karonga, Malawi","Conceived and designed the experiments: AJ ACC BZ PEMF JRG. Performed the experiments: AJ NM ACC LK VM. Analyzed the data: AJ SF BZ JRG. Contributed reagents/materials/analysis tools: LK VM. Wrote the paper: AJ SF NM ACC PEMF JRG.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0078715","plos one","2013-11-08T00:00:00Z","M Duane Smith; Yu Gu; Jordi Querol-Audí; Jacob M Vogan; Adam Nitido; Jamie H D Cate","Department of Molecular and Cell Biology, University of California, Berkeley, California, United States of America; Department of Chemistry, University of California, Berkeley, California, United States of America; Physical Biosciences Division, Lawrence Berkeley National Laboratory, Berkeley, California, United States of America","Conceived and designed the experiments: MDS JHDC. Performed the experiments: MDS YG JQA JMV AN. Analyzed the data: MDS JQA JHDC. Contributed reagents/materials/analysis tools: MDS YG AN. Wrote the paper: MDS JHDC.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0055954","plos one","2013-02-20T00:00:00Z","Mari Narusaka; Yasuyuki Kubo; Katsunori Hatakeyama; Jun Imamura; Hiroshi Ezura; Yoshihiko Nanasato; Yutaka Tabei; Yoshitaka Takano; Ken Shirasu; Yoshihiro Narusaka","Research Institute for Biological Sciences Okayama, Okayama, Japan; Graduate School of Life and Environmental Sciences, Kyoto Prefectural University, Kyoto, Japan; Vegetable Breeding and Genome Research Division, NARO Institute of Vegetable and Tea Science, Mie, Japan; Graduate School of Agriculture, Tamagawa University, Tokyo, Japan; Faculty of Life and Environmental Sciences, University of Tsukuba, Ibaraki, Japan; Genetically Modified Organism Research Center, National Institute of Agrobiological Sciences, Ibaraki, Japan; Graduate School of Agriculture, Kyoto University, Kyoto, Japan; RIKEN Plant Science Center, Yokohama, Japan","Conceived and designed the experiments: MN Y. Narusaka. Performed the experiments: MN Y. Narusaka. Analyzed the data: MN Y. Takano KS Y. Narusaka. Contributed reagents/materials/analysis tools: MN YK KH JI HE Y. Nanasato Y. Tabei. Wrote the paper: MN KS Y. Narusaka.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0033065","plos one","2012-03-16T00:00:00Z","Jiri Dolezal; Jan Altman; Martin Kopecky; Tomas Cerny; Stepan Janecek; Michael Bartos; Petr Petrik; Miroslav Srutek; Jan Leps; Jong-Suk Song","Institute of Botany, Academy of Sciences of the Czech Republic, Pruhonice, Czech Republic; Department of Botany, Faculty of Science, University of South Bohemia, Ceske Budejovice, Czech Republic; Department of Biological Science, College of Natural Sciences, Andong National University, Andong, Republic of Korea","Conceived and designed the experiments: JD JA MK JSS. Performed the experiments: JD JA MK SJ TC MB MS PP JSS. Analyzed the data: JD JA MK JL. Contributed reagents/materials/analysis tools: JSS. Wrote the paper: JD JA MK JL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0136532","plos one","2015-09-08T00:00:00Z","Takeo Yoshimura; Takamasa Suzuki; Shigeru Mineki; Shokichi Ohuchi","Department of Applied Biological Science, Tokyo University of Science, 264 Yamazaki, Noda, Chiba 305–8506, Japan; Graduate School of Life Science and System Engineering, Kyushu Institute of Technology, 680–4 Kawazu, Iizuka, Fukuoka 820–8502, Japan","Conceived and designed the experiments: TY SO. Performed the experiments: TY TS. Analyzed the data: TY TS SM. Contributed reagents/materials/analysis tools: TY SM SO. Wrote the paper: TY.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0147216","plos one","2016-01-19T00:00:00Z","Lihua Wu; Henry Leung; Hao Jiang; Hong Zheng; Li Ma","Wuhan University, Department of Communication Engineering, Wuhan, 430072, China; University of Calgary, Department of Electrical and Computer Engineering, Calgary, T2N 1N4, Canada; Wuhan University, Geospatial Information Technology Cooperative Innovation Center, Wuhan, 430072, China","Conceived and designed the experiments: LW HL. Performed the experiments: LW LM. Analyzed the data: LW HL HJ. Contributed reagents/materials/analysis tools: LW HJ HZ. Wrote the paper: LW HL.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0044318","none","2012-09-21T00:00:00Z","Attila Ősi; Edina Prondvai; Richard Butler; David B Weishampel","Hungarian Academy of Sciences–Eötvös Loránd University, Lendület Dinosaur Research Group, Budapest, Hungary; GeoBio-Center, Ludwig-Maximilians-Universität München, Munich, Germany; Center for Functional Anatomy and Evolution, Johns Hopkins University, Baltimore, Maryland, United States of America","Conceived and designed the experiments: AŐ EP RB. Performed the experiments: AŐ EP. Analyzed the data: AŐ EP RB. Contributed reagents/materials/analysis tools: AŐ EP RB. Wrote the paper: AŐ EP RB DW.","The funding received from the Hungarian Oil and Gas Company (MOL) does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0089891","plos one","2014-02-27T00:00:00Z","Jie Liu; Zhishun Wang; Yuankai Huo; Stephanie M Davidson; Kristin Klahr; Carl L Herder; Chamonix O Sikora; Bradley S Peterson","Department of Psychiatry, The New York State Psychiatric Institute, Columbia College of Physicians and Surgeons, New York, New York, United States of America; American Institute for Stuttering, New York, New York, United States of America","Conceived and designed the experiments: BSP. Performed the experiments: KK SMD CLH COS BSP. Analyzed the data: JL ZW YH BSP. Contributed reagents/materials/analysis tools: CLH COS. Wrote the paper: JL ZW YH KK SMD CLH COS BSP.","The authors have read the journal’s policy and have the following conflicts. This work is supported by the McGue Millhiser Family Trust and the Suzanne Crosby Murphy Endowment at Columbia University. BSP is listed as an inventor of three issued or pending patents (US Patent Application Number 61/601,772. Filed 02/22/2012. Assignee: Trustees of Columbia University. Arrangement and Method for Decoupling of RF Coil Arrays Using One or More Non- Standardly-Matched Coil Elements. Inventors: Yunsuo Duan, Feng Liu, Bradley S. Peterson, Alayar Kangarlu; US Patent Application Number 8,143,890B2. Filed 05/22/2009. Approved 03/27/2012. Assignee: Trustees of Columbia University. Spectral Resolution Enhancement of Magnetic Resonance Spectroscopic Imaging. Inventors: Zhengchao Dong & Bradley S. Peterson; US Patent Application Number 61/424,172. Filed 12/17/10. Assignee: Trustees of Columbia University. Apparatus, Method, and Computer-Accessible Medium for Diagnosing and Subtyping Psychiatric Diseases. Inventors: Ravi Bansal & Bradley S. Peterson). This does not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0055955","plos one","2013-02-27T00:00:00Z","Hua You; Jianhua Chen; Lennart Bogg; Yuan Wu; Shengnan Duan; Chiyu Ye; Xiaofang Liu; Hai Yu; Vinod Diwan; Hengjin Dong","Center for Health Policy Studies, School of Medicine, Zhejiang University, Hangzhou, China; Institute of Global Health, Karolinska Institutet, Stockholm, Sweden; School of Health, Care and Welfare, Malardalen University, Västerås, Sweden; Institute of Public Health, Heidelberg University, Heidelberg, Germany","Conceived and designed the experiments: HD. Performed the experiments: JC H. You YW SD. Analyzed the data: CY XL H. You. Contributed reagents/materials/analysis tools: H. Yu. Wrote the paper: H. You HD LB VD.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0147218","plos one","2016-01-19T00:00:00Z","Jintao Zhang; Man Yi; Longying Zha; Siqiang Chen; Zhijia Li; Cheng Li; Mingxing Gong; Hong Deng; Xinwei Chu; Jiehua Chen; Zheqing Zhang; Limei Mao; Suxia Sun","Department of Nutrition and Food Hygiene, Guangdong Provincial Key Laboratory of Tropical Disease Research, School of Public Health, Southern Medical University, No.1023 South Sha-Tai Rd, Guangzhou, Guangdong, P.R.China, 510515; Department of Certification Supervision, Guangdong Entry-Exit Inspection and Quarantine Bureau, Guojian Building, No.66, Huacheng Avenue, Zhujiang Xincheng, Guangzhou, Guangdong Province, P.R. China 510623","Conceived and designed the experiments: SS LZ. Performed the experiments: JZ MY SC ZL CL MG HD XC. Analyzed the data: JC ZZ. Contributed reagents/materials/analysis tools: LM. Wrote the paper: SS JZ MY.","The authors have declared that no competing interests exist."
