"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pcbi.1001113","plos computational biology","2011-03-31T00:00:00Z","Rachel Cavill; Atanas Kamburov; James K Ellis; Toby J Athersuch; Marcus S C Blagrove; Ralf Herwig; Timothy M D Ebbels; Hector C Keun","Biomolecular Medicine, Department of Surgery and Cancer, Faculty of Medicine, Imperial College London, London, United Kingdom; Max Planck Institute for Molecular Genetics, Berlin, Germany; MRC-HPA Centre for Environment and Health, Department of Epidemiology and Biostatistics, School of Public Health, Faculty of Medicine, Imperial College London, London, United Kingdom; Department of Zoology, Oxford University, Oxford, United Kingdom","Conceived and designed the experiments: TMDE HCK. Analyzed the data: RC MSCB. Contributed reagents/materials/analysis tools: RC AK RH. Wrote the paper: RC JKE TJA TMDE HCK.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1003281","plos pathogens","2013-03-28T00:00:00Z","Johana C Misas-Villamil; Izabella Kolodziejek; Emerson Crabill; Farnusch Kaschani; Sherry Niessen; Takayuki Shindo; Markus Kaiser; James R Alfano; Renier A L van der Hoorn","Plant Chemetics Lab, Max Planck Institute for Plant Breeding Research, Cologne, Germany; Center for Plant Science Innovation, University of Nebraska, Lincoln, Nebraska, United States of America; School of Biological Sciences, University of Nebraska, Lincoln, Nebraska, United States of America; Chemical Biology Group, Department of Biology, University Duisburg-Essen, Essen, Germany; Department of Chemical Physiology, The Scripps Research Institute, La Jolla, California, United States of America; Department of Plant Pathology, University of Nebraska, Lincoln, Nebraska, United States of America","Conceived and designed the experiments: JCMV IK EC JRA RALvdH. Performed the experiments: JCMV IK EC FK SN TS RALvdH. Analyzed the data: JCMV IK EC JRA RALvdH. Contributed reagents/materials/analysis tools: MK. Wrote the paper: RALvdH.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1003289","plos pathogens","2013-04-11T00:00:00Z","Erwin Berthier; Fang Yun Lim; Qing Deng; Chun-Jun Guo; Dimitrios P Kontoyiannis; Clay C C Wang; Julie Rindy; David J Beebe; Anna Huttenlocher; Nancy P Keller","Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, Wisconsin, United States of America; Department of Biomedical Engineering, University of Wisconsin-Madison, Madison, Wisconsin, United States of America; Department of Pharmaceutical Science, University of Southern California, Los Angeles, California, United States of America; The University of Texas MD Anderson Cancer Center, Houston, Texas, United States of America","Conceived and designed the experiments: EB FYL QD DPK CCCW DJB AH NPK. Performed the experiments: EB FYL QD CJG JR. Analyzed the data: EB FYL QD. Contributed reagents/materials/analysis tools: DPK CCCW DJB AH NPK. Wrote the paper: EB FYL DJB NPK.","D. J. Beebe has ownership in Bellbrook Labs, LLC, which licences part of the technology presented in this manuscript. This does not alter our adherence to all PLoS Pathogens policies on sharing data and materials."
"10.1371/journal.pcbi.1001109","plos computational biology","2011-03-17T00:00:00Z","Luis E C Rocha; Fredrik Liljeros; Petter Holme","IceLab, Department of Physics, Umeå University, Umeå, Sweden; Department of Sociology, Stockholm University, Stockholm, Sweden; Department of Energy Science, Sungkyunkwan University, Suwon, Korea","Conceived and designed the experiments: LECR FL PH. Performed the experiments: LECR PH. Analyzed the data: LECR FL PH. Wrote the paper: LECR FL PH.","The authors have declared that no competing interests exist."
"10.1371/journal.ppat.1003309","plos pathogens","2013-04-11T00:00:00Z","Magdalena Anna Krzyzaniak; Michael Thomas Zumstein; Juan Atilio Gerez; Paola Picotti; Ari Helenius","Institute of Biochemistry, ETH Zurich, Zurich, Switzerland","Conceived and designed the experiments: MAK MTZ JAG PP AH. Performed the experiments: MAK MTZ JAG. Analyzed the data: MAK MTZ JAG PP. Contributed reagents/materials/analysis tools: MAK AH. Wrote the paper: MAK AH.","The authors have declared that no competing interests exist."
"10.1371/journal.pmed.1001230","plos medicine","2012-06-05T00:00:00Z","The InterAct Consortium","none","Conceived and designed the experiments: CL NJW. Performed the experiments: CL SS NJW. Analyzed the data: SJS. Contributed reagents/materials/analysis tools: CL SJS MBS OR KO NGF JS DD JMH LA BdL-G M-JJT EA BB JWJB HB HBB-d-M FC-C FLC PWF CG SG JH GH RH NDK TJK KTK AM PN TN LP DP SP JRQ DR IR CS M-JJS NS IS AMWS BT AT TR DlvdA YTvdS EJMF ER NJW. Wrote the first draft of the manuscript: CL SJS. Contributed to the writing of the manuscript: CL SJS MBS OR KO NGF JS DD JMH LA BdL-G M-JJT EA BB JWJB HB HBB-d-M FC-C FLC PWF CG SG JH GH RH NDK TJK KTK AM PN TN LP DP SP JRQ DR IR CS M-JJS NS IS AMWS BT AT TR DlvdA YTvdS EJMF ER NJW. ICMJE criteria for authorship read and met: CL SJS MBS OR KO NGF JS DD JMH LA BdL-G M-JJT EA BB JWJB HB HBB-d-M FC-C FLC PWF CG SG JH GH RH NDK TJK KTK AM PN TN LP DP SP JRQ DR IR CS M-JJS NS IS AMWS BT AT TR DlvdA YTvdS EJMF ER NJW. Agree with manuscript results and conclusions: CL SJS MBS OR KO NGF JS DD JMH LA BdL-G M-JJT EA BB JWJB HB HBB-d-M FC-C FLC PWF CG SG JH GH RH NDK TJK KTK AM PN TN LP DP SP JRQ DR IR CS M-JJS NS IS AMWS BT AT TR DlvdA YTvdS EJMF ER NJW.","The authors have declared that no competing interests exist."
"10.1371/journal.pmed.1001224","plos medicine","2012-05-29T00:00:00Z","Siân Oram; Heidi Stöckl; Joanna Busza; Louise M Howard; Cathy Zimmerman","Section for Women's Mental Health, Institute of Psychiatry, King's College London, London, United Kingdom; Department for Global Health and Development, London School of Hygiene & Tropical Medicine, London, United Kingdom; Department for Population Studies, London School of Hygiene & Tropical Medicine, London, United Kingdom","Conceived and designed the experiments: SO JB LMH CZ. Performed the experiments: SO HS. Analyzed the data: SO HS. Wrote the first draft of the manuscript: SO. Contributed to the writing of the manuscript: SO HS JB LMH CZ. ICMJE criteria for authorship read and met: SO HS JB LMH CZ. Agree with manuscript results and conclusions: SO HS JB LMH CZ.","Cathy Zimmerman is lead author on one of the papers included in this review and co-author on a further two. The authors have declared that no other competing interests exist."
"10.1371/journal.pmed.1001236","plos medicine","2012-06-12T00:00:00Z","Shahin Lockman; Michael Hughes; Fred Sawe; Yu Zheng; James McIntyre; Tsungai Chipato; Aida Asmelash; Mohammed Rassool; Sylvester Kimaiyo; Douglas Shaffer; Mina Hosseinipour; Lerato Mohapi; Francis Ssali; Margret Chibowa; Farida Amod; Elias Halvas; Evelyn Hogg; Beverly Alston-Smith; Laura Smith; Robert Schooley; John Mellors; Judith Currier; the OCTANE (Optimal Combination Therapy After Nevirapine Exposure) ACTG A5208/OCTANE Study Team","Brigham and Women's Hospital, Boston, Massachusetts, United States of America; Harvard School of Public Health, Boston, Massachusetts, United States of America; Botswana Harvard School of Public Health AIDS Initiative Partnership, Gaborone, Botswana; Kenya Medical Research Institute/Walter Reed Project and US Military HIV Research Program, Kericho, Kenya; Anova Health Institute, Johannesburg, South Africa; University of Zimbabwe, Harare, Zimbabwe; University of Witwatersrand, Johannesburg, South Africa; Moi University Faculty of Health Sciences, Eldoret, Kenya; Kamuzu Central Hospital, University of North Carolina Project, Lilongwe, Malawi; Chris Hani Baragwanath Hospital, Johannesburg, South Africa; Joint Clinical Research Centre, Kampala, Uganda; University of Alabama at Birmingham Center for Infectious Disease Research in Zambia, Lusaka; University of Kwazulu-Natal, Durban, South Africa; University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America; Social & Scientific Systems, Silver Spring, Maryland, United States of America; National Institutes of Health, Bethesda, Maryland, United States of America; Frontier Science and Technology Research Foundation, Amherst, Massachusetts, United States of America; University of California San Diego, San Diego, California, United States of America; University of California Los Angeles, Los Angeles, California, United States of America","Conceived and designed the experiments: SL MHu FSa JMc TC AA DS MHo LM FA EHa BAS RS JMe JC. Analyzed the data: MHu EZ. Wrote the first draft of the manuscript: SL. Contributed to the writing of the manuscript: SL MHu EHo JMe JC. ICMJE criteria for authorship read and met: SL MHu FSa EZ JMc TC AA MR SK DS MHo LM FSs MC FA EHo EHa LS BAS RS JMe JC. Agree with manuscript results and conclusions: SL MHu FSa EZ JMc TC AA MR SK DS MHo LM FSs MC FA EHo EHa LS BAS RS JMe JC. Enrolled patients: FSa JMc TC AA MR SK DS MHo LM FSs FA. Data manager, case report forms: LS.","M. Hughes reports receiving fees as a member of the data and safety monitoring boards for Boehringer Ingelheim, Medicines Development, Pfizer, Tibotec, and Virionyx and the receipt by his department of financial support from Schering-Plough and Merck for an annual educational workshop; J. McIntyre, receiving financial support from the Abbott Speakers Bureau; M. Hosseinipour, receiving financial support from Abbott Virology for educational presentations (M. Hosseinipour has given an educational lecture at the 2009 IAS conference and the 2010 INTEREST conference for Abbott virology on the topic of antiretroviral resistance in Malawi); L. Mohapi, receiving reimbursement for travel expenses from Pfizer Laboratories (L. Mohapi received travel, accommodation and registration assistance for the XVII AIDS Conference in Mexico City, August 2008, from Pfizer); J. Mellors, serving on the scientific advisory board for Gilead Sciences, receiving consulting fees from Merck, Idenix Pharmaceuticals, Chimerix, RFS Pharmaceuticals, Panacos Pharmaceuticals, and Abbott Laboratories, receiving grant support from Merck, having stock options in RFS Pharmaceuticals, and receiving reimbursement for travel expenses from Gilead Sciences, Merck, Chimerix, Idenix Pharmaceuticals, RFS Pharmaceuticals, and Panacos Pharmaceuticals; R. Schooley, receiving consulting fees from Glaxo-SmithKline and Abbott Laboratories and reimbursement for travel expenses from Abbott Laboratories (and serves on the scientific advisory board for Gilead Sciences); and J. Currier, receiving consulting fees from GlaxoSmithKline and grant support from Merck and Tibotec. All other authors have declared that no competing interests exist."
"10.1371/journal.pcbi.1001130","plos computational biology","2011-05-05T00:00:00Z","Abdullah Hamadeh; Mark A J Roberts; Elias August; Patrick E McSharry; Philip K Maini; Judith P Armitage; Antonis Papachristodoulou","Department of Engineering Science, University of Oxford, Oxford, United Kingdom; Oxford Centre for Integrative Systems Biology, Department of Biochemistry, Oxford, United Kingdom; Department of Biochemistry, University of Oxford, Oxford, United Kingdom; Mathematical Institute, University of Oxford, Oxford, United Kingdom; Centre for Mathematical Biology, Mathematical Institute, University of Oxford, Oxford, United Kingdom","Conceived and designed the experiments: AH MAJR EA PKM JPA AP. Performed the experiments: AH MAJR EA. Analyzed the data: AH MAJR EA AP. Contributed reagents/materials/analysis tools: AH MAJR EA PEM JPA. Wrote the paper: AH MAJR EA PKM JPA AP.","The authors have declared that no competing interests exist."
"10.1371/journal.pmed.1001251","plos medicine","2012-06-26T00:00:00Z","Craig R Cohen; Jairam R Lingappa; Jared M Baeten; Musa O Ngayo; Carol A Spiegel; Ting Hong; Deborah Donnell; Connie Celum; Saidi Kapiga; Sinead Delany; Elizabeth A Bukusi","Department of Obstetrics, Gynecology and Reproductive Sciences, University of California San Francisco, San Francisco, United States of America; Women's Health & Empowerment Center of Expertise, University of California Global Health Institute, San Francisco, United States of America; Department of Global Health, University of Washington, Seattle, Washington, United States of America; Department of Medicine, University of Washington, Seattle, Washington, United States of America; Department of Pediatrics University of Washington, University of Washington, Seattle, Washington, United States of America; Department of Epidemiology, University of Washington, Seattle, Washington, United States of America; Center for Microbiology Research, Kenya Medical Research Institute, Nairobi, Kenya; Department of Pathology and Laboratory Medicine, University of Wisconsin, Madison, United States of America; Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, United States of America; Department of Epidemiology & Population Health, London School of Hygiene and Tropical Medicine, London, United Kingdom; Wits Reproductive Health & HIV Institute, University of Witwatersrand, Johannesburg, South Africa","Conceived and designed the experiments: CRC JRL CAS MON EAB. Performed the experiments: CRC, JRL, CAS, MON, EAB. Analyzed the data: CRC JRL JMB TH DD. Wrote the first draft of the manuscript: CRC TH JMB JRL. Contributed to the writing of the manuscript: CRC JRL JMB TH DD CC EAB CAS SK SD. ICMJE criteria for authorship read and met: CRC JRL JMB TH DD CC EAB CAS SK SD MON. Agree with manuscript results and conclusions: CRC JRL JMB TH DD CC EAB CAS SK SD MON.","The authors have declared that no competing interests exist."
