"id","journal","publication_date","author","author_affiliate","author_notes","competing_interest"
"10.1371/journal.pone.0095214","plos one","2014-04-16T00:00:00Z","Jia Xiao; Jiteng Wang; Feiyue Xing; Tao Han; Rui Jiao; Emily C Liong; Man-Lung Fung; Kwok-Fai So; George L Tipoe","Department of Immunobiology, Institute of Tissue Transplantation and Immunology, Jinan University, Guangzhou, China; School of Fishery, Zhejiang Ocean University, Zhoushan, China; Department of Food Science and Engineering, Jinan University, Guangzhou, China; GMH Institute of Central Nervous System Regeneration, Jinan University, Guangzhou, China; Department of Anatomy, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China; Department of Physiology, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China; Brain Hormone Healthy Aging Centre, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China; Department of Infectious Diseases, Shenzhen Third People's Hospital, Shenzhen, China","Conceived and designed the experiments: JX JW KFS GLT. Performed the experiments: JX JW TH. Analyzed the data: JX FX ECL MLF GLT. Contributed reagents/materials/analysis tools: MLF KFS. Wrote the paper: JX FX GLT.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0083902","plos one","2014-01-03T00:00:00Z","Carsten Jers; Malwina Michalak; Dorte M Larsen; Kasper P Kepp; Haiying Li; Yao Guo; Finn Kirpekar; Anne S Meyer; Jørn D Mikkelsen","Center for BioProcess Engineering, Department of Chemical and Biochemical Engineering, Technical University of Denmark, Lyngby, Denmark; Department of Chemistry, Technical University of Denmark, Lyngby, Denmark; Department of Biochemistry and Molecular Biology, Southern University of Denmark, Odense, Denmark","Conceived and designed the experiments: CJ MM JDM KPK. Performed the experiments: CJ MM DML HL YG. Analyzed the data: CJ MM ASM JDM. Contributed reagents/materials/analysis tools: JDM ASM FK. Wrote the paper: CJ MM.","The authors have filed a patent application (“A mutant sialidase having trans-sialidase activity for use in production of sialylated glycans”, European Patent Application No. 13163551.8). This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials, as detailed online in our guide for authors. All material relating to the patent is available in connection with this submission and the present article was used as the framework to design the patent application."
"10.1371/journal.pone.0083923","plos one","2014-01-02T00:00:00Z","Lisa Herr; Thomas Friedrich; Marco Durante; Michael Scholz","GSI Helmholtzzentrum für Schwerionenforschung, Department of Biophysics, Darmstadt, Germany; Technische Universität Darmstadt, Institut für Festkörperphysik, Darmstadt, Germany","Analyzed the data: LH TF MS. Wrote the paper: LH TF MS. Mathematical modeling, parameter estimation and computational procedure for optimization: LH TF MS. Initiated the research and supervised the work: MD MS.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0072588","plos one","2013-09-12T00:00:00Z","Stefania P Bjarnarson; Hreinn Benonisson; Giuseppe Del Giudice; Ingileif Jonsdottir","Landspitali, The National University Hospital of Iceland, Department of Immunology, Reykjavik, Iceland; University of Iceland, Faculty of Medicine, Reykjavik, Iceland; Novartis Vaccines and Diagnostics, Siena, Italy; deCODE Genetics, Reykjavik, Iceland","Conceived and designed the experiments: SPB IJ GDG. Performed the experiments: SPB HB. Analyzed the data: SPB HB. Contributed reagents/materials/analysis tools: GDG. Wrote the paper: SPB IJ. Supervised the study: IJ. Received funding: IJ SPB. Contributed to the final version of the manuscript: SPB HB GDG IJ.","GDG is an employee of Novartis Vaccines and Diagnostics. IJ (corresponding author) is employed by deCODE genetics ehf, an Amgensubsidiary, having its principal place of business at Sturlugata 8, 101 Reykjavik, Iceland. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0083933","plos one","2013-12-23T00:00:00Z","Zhi Hong Lu; Sergey Kaliberov; Rebecca E Sohn; Lyudmila Kaliberova; David T Curiel; Jeffrey M Arbeit","Urology Division and Department of Surgery, Washington University in St. Louis Medical School, St. Louis, Missouri, United States of America; Department of Radiation Oncology and Biological Therapeutics Center, Washington University in St. Louis Medical School, St. Louis, Missouri, United States of America; Siteman Cancer Center, Washington University in St. Louis Medical School, St. Louis, Missouri, United States of America; Cell Biology Department, Washington University in St. Louis Medical School, St. Louis, Missouri, United States of America","Conceived and designed the experiments: JMA DTC. Performed the experiments: ZHL SK LK RS. Analyzed the data: ZHL SK JMA DTC. Contributed reagents/materials/analysis tools: SK LK DTC JMA ZHL. Wrote the paper: JMA ZHL SK RS DTC.","Jeffery M. Arbeit read the journal's policy and one of the co-authors, David T. Curiel has the following competing interest: Equity interest in DNAtrix, Inc. This does not alter the authors' adherence to all the PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0038297","plos one","2012-06-05T00:00:00Z","Beth Jelfs; Murad Banaji; Ilias Tachtsidis; Chris E Cooper; Clare E Elwell","Department of Medical Physics and Bioengineering, University College London, London, United Kingdom; Department of Mathematics, University of Portsmouth, Portsmouth, United Kingdom; School of Biological Sciences, University of Essex, Colchester, United Kingdom","Conceived and designed the experiments: IT CE MB. Performed the experiments: MB BJ. Analyzed the data: MB BJ. Contributed reagents/materials/analysis tools: CC IT CE. Wrote the paper: MB BJ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0061091","plos one","2013-04-08T00:00:00Z","Xiangyun Gao; Haizhong An; Weiqiong Zhong","School of Humanities and Economic Management, China University of Geosciences, Beijing, China; Key Laboratory of Carrying Capacity Assessment for Resource and Environment, Ministry of Land and Resource, Beijing, China; Lab of Resources and Environmental Management, China University of Geosciences, Beijing, China","Conceived and designed the experiments: XYG HZA. Performed the experiments: XYG. Analyzed the data: XYG WQZ. Wrote the paper: XYG HZA WQZ.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0141366","plos one","2015-10-29T00:00:00Z","Viksita Vijayvergiya; Shiv Acharya; Sidney P Wilson; Jacob J Schmidt","Department of Bioengineering, University of California Los Angeles, Los Angeles, California, United States of America","Conceived and designed the experiments: VV SA JJS. Performed the experiments: VV SA SPW. Analyzed the data: VV SA JJS. Wrote the paper: VV SA JJS.","The authors have read the journal's policy and the authors of this manuscript have the following competing interests: J.J.S. is a shareholder of Librede Inc. This does not alter the authors' adherence to PLOS ONE policies on sharing data and materials."
"10.1371/journal.pone.0038292","plos one","2012-06-25T00:00:00Z","Wouter D Weeda; Raoul P P P Grasman; Lourens J Waldorp; Maria C van de Laar; Maurits W van der Molen; Hilde M Huizenga","Department of Psychology, University of Amsterdam, Amsterdam, The Netherlands","Analyzed the data: WDW. Contributed reagents/materials/analysis tools: WDW RPG MCvdL MWvdM. Wrote the paper: WDW HMH RPG LJW. Provided empirical data: MCvdL MWvdM. Analyzed the data: WDW. Contributed reagents/materials/analysis tools: WDW RPG MCvdL MWvdM. Wrote the paper: WDW HMH RPG LJW. Provided empirical data: MCvdL MWvdM.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0061080","plos one","2013-04-15T00:00:00Z","Xiaozhou He; Yilin Yang; Feng Zhi; Meredith L Moore; Xuezhi Kang; Dongman Chao; Rong Wang; Gianfranco Balboni; Severo Salvadori; Dong H Kim; Ying Xia","Research Institute of Modern Medicine, The Third Clinical College of Soochow University, Changzhou, Jiangsu, People’s Republic of China; Department of Neurosurgery, The University of Texas Medical School at Houston, Houston, Texas, United States of America; Laboratory of Molecular Neurology, Shanghai Research Center for Acupuncture and Meridians, Shanghai, People’s Republic of China; Department of Pediatrics, Yale University School of Medicine, New Haven, Connecticut, United States of America; Department of Life and Environment Sciences, University of Cagliari, Cagliari, Italy; Department of Pharmaceutical Sciences, University of Ferrara, Ferrara, Italy","Conceived and designed the experiments: YX XH. Performed the experiments: FZ XK RW. Analyzed the data: FZ XH YY XK MLM DC. Contributed reagents/materials/analysis tools: GB SS. Wrote the paper: YX XH MLM DC DHK.","The authors have declared that no competing interests exist."
"10.1371/journal.pone.0049684","plos one","2012-11-21T00:00:00Z","Chih-Hsiung Lai; Shiang-Fu Huang; I-How Chen; Chun-Ta Liao; Hung-Ming Wang; Ling-Ling Hsieh","Graduate Institute of Biomedical Sciences, Chang Gung University, Tao-Yuan, Taiwan; Department of Otolaryngology, Head and Neck Surgery, Chang Gung Memorial Hospital, Tao-Yuan, Taiwan; Division of Hematology/Oncology, Department of Internal Medicine, Chang Gung Memorial Hospital, Tao-Yuan, Taiwan; Department of Public Health, Chang Gung University, Tao-Yuan, Taiwan","Conceived and designed the experiments: CHL LLH. Performed the experiments: CHL. Analyzed the data: CHL SFH LLH. Contributed reagents/materials/analysis tools: SFH IHC CTL HMW. Wrote the paper: CHL SFH LLH.","The authors have declared that no competing interests exist."
